index,age,working_sector,financial_weight,qualification,years_of_education,tax_paid,loan_taken,marital_status,occupation,relationship,ethnicity,gender,gain,loss,working_hours,country,target
11431,24,private,214014, HS-grad,9,NA,0,Never-married,repair, Own-child, Black, Male,0,0,40, United-States,0
11432,61,state,151459, 10th,6,NA,0,Never-married,other, Not-in-family, Black, Female,0,0,38, United-States,0
11433,57,self_employed,161662, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,7688,0,60, United-States,1
11434,56,private,367200, HS-grad,9,NA,0,Divorced,repair, Other-relative, White, Male,0,0,40, United-States,0
11435,35,private,86648, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,1977,45, United-States,1
11436,51,local_body,168539, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,50, United-States,1
11437,50,private,140741, 11th,7,NA,0,Never-married,inspector, Other-relative, White, Female,0,0,40, United-States,0
11438,25,private,197651, Some-college,10,NA,0,Never-married,support, Own-child, White, Female,0,0,43, United-States,0
11439,46,private,123053, Masters,14,NA,0,Married-civilian,managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Japan,1
11440,23,private,330571, Bachelors,13,NA,0,Never-married,clerical, Own-child, White, Female,0,0,25, United-States,0
11441,44,private,204235, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11442,38,state,346766, HS-grad,9,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
11443,25,private,163396, Some-college,10,NA,0,Never-married,support, Not-in-family, Other, Female,0,0,40, United-States,0
11444,78,NA,135839, HS-grad,9,NA,0,Widowed,NA, Not-in-family, White, Female,1086,0,20, United-States,0
11445,18,private,36251, 10th,6,NA,0,Never-married,other, Own-child, White, Female,0,0,15, United-States,0
11446,40,private,149102, HS-grad,9,NA,0,Married-non-resident,cleaner, Not-in-family, White, Male,2174,0,60, Poland,0
11447,61,NA,222395, HS-grad,9,NA,0,Married-civilian,NA, Husband, White, Male,0,0,40, United-States,0
11448,31,state,29152, 12th,8,NA,0,Married-civilian,other, Wife, White, Female,0,0,40, United-States,0
11449,33,private,79303, HS-grad,9,NA,0,Married-civilian,farming, Husband, White, Male,0,0,45, United-States,0
11450,35,private,272338, Assoc-voc,11,NA,0,Divorced,specialty, Unmarried, White, Female,0,0,40, United-States,0
11451,55,state,200497, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,45, United-States,1
11452,19,private,148392, HS-grad,9,NA,0,Never-married,clerical, Own-child, White, Male,0,0,30, United-States,0
11453,31,private,164243, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,1579,40, United-States,0
11454,43,state,129298, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,1
11455,49,local_body,174981, Masters,14,NA,0,Married-civilian,managerial, Husband, Black, Male,0,0,47, United-States,1
11456,48,local_body,328610, Prof-school,15,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,45, United-States,1
11457,27,private,77774, HS-grad,9,NA,0,Never-married,inspector, Own-child, White, Female,0,0,34, United-States,0
11458,38,state,134069, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,7298,0,60, United-States,1
11459,35,private,209214, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,4386,0,35, United-States,1
11460,29,private,153805, HS-grad,9,NA,0,Never-married,inspector, Other-relative, Other, Male,0,0,40, Ecuador,0
11461,27,private,168827, Bachelors,13,NA,0,Never-married,sales, Own-child, White, Male,0,0,2, United-States,0
11462,31,private,373432, 9th,5,NA,0,Married-civilian,repair, Husband, White, Male,0,0,43, United-States,0
11463,26,private,57600, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,0
11464,53,self_employed,302847, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,0,0,35, United-States,0
11465,23,private,227594, HS-grad,9,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,30, United-States,0
11466,32,national,44777, HS-grad,9,NA,0,Separated,inspector, Not-in-family, Black, Male,0,0,46, United-States,0
11467,54,NA,133963, HS-grad,9,NA,0,Widowed,NA, Own-child, White, Female,0,0,40, United-States,0
11468,36,private,279615, Bachelors,13,NA,0,Divorced,sales, Own-child, White, Female,0,0,40, United-States,0
11469,22,private,276133, HS-grad,9,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,50, United-States,0
11470,62,private,136314, Some-college,10,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,0
11471,41,private,204410, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,1485,44, United-States,1
11472,59,self_employed,223215, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,1977,50, United-States,1
11473,43,private,184625, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,1
11474,34,self_employed,265917, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,1
11475,27,private,158647, Some-college,10,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
11476,35,private,22055, Some-college,10,NA,0,Married-civilian,specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States,0
11477,41,local_body,176716, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,60, United-States,0
11478,42,private,270721, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,32, United-States,0
11479,24,private,100321, Some-college,10,NA,0,Divorced,repair, Not-in-family, White, Male,0,0,48, United-States,0
11480,35,private,79050, HS-grad,9,8854.9021519721,1,Never-married,transport, Unmarried, Black, Male,0,0,72, United-States,0
11481,40,local_body,42703, Some-college,10,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,1
11482,46,private,116952, 7th-8th,4,5695.5546922982,1,Married-civilian,specialty, Wife, White, Female,0,0,45, United-States,0
11483,45,private,331643, Some-college,10,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
11484,33,private,207937, HS-grad,9,NA,0,Never-married,repair, Not-in-family, White, Male,0,1092,40, United-States,0
11485,68,private,223486, HS-grad,9,NA,0,Widowed,other, Unmarried, White, Female,0,0,7, England,0
11486,33,private,340332, Bachelors,13,NA,0,Separated,managerial, Not-in-family, Black, Female,0,0,45, United-States,0
11487,23,private,184813, Some-college,10,NA,0,Married-civilian,other, Husband, White, Male,0,0,20, United-States,0
11488,42,self_employed,32185, Bachelors,13,NA,0,Married-civilian,farming, Husband, White, Male,0,0,60, United-States,1
11489,30,private,197886, Some-college,10,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,45, United-States,1
11490,35,state,248374, Some-college,10,NA,0,Divorced,clerical, Unmarried, Black, Female,0,0,40, United-States,0
11491,40,private,382499, HS-grad,9,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,50, United-States,0
11492,36,state,108320, Masters,14,NA,0,Divorced,specialty, Unmarried, White, Male,5455,0,30, United-States,0
11493,46,self_employed,161386, 9th,5,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,50, United-States,0
11494,49,local_body,110172, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11495,41,private,144032, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,60, United-States,0
11496,26,private,224426, Masters,14,7574.6910814196,1,Never-married,managerial, Own-child, White, Male,0,0,38, United-States,0
11497,37,private,230408, HS-grad,9,NA,0,Divorced,other, Not-in-family, Black, Female,0,0,20, United-States,0
11498,50,local_body,20795, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,1
11499,20,private,174714, Some-college,10,NA,0,Never-married,other, Own-child, White, Male,0,0,20, United-States,0
11500,59,state,398626, Doctorate,16,NA,0,Divorced,specialty, Unmarried, White, Male,25236,0,45, United-States,1
11501,30,private,149531, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,40, United-States,0
11502,23,private,34113, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,45, United-States,0
11503,44,local_body,323790, Bachelors,13,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,1
11504,28,private,331381, Bachelors,13,NA,0,Never-married,clerical, Not-in-family, White, Male,0,0,40, United-States,0
11505,48,private,160647, Some-college,10,NA,0,Never-married,managerial, Not-in-family, White, Female,0,0,40, Ireland,1
11506,34,private,339142, HS-grad,9,NA,0,Separated,cleaner, Unmarried, White, Female,0,0,40, United-States,0
11507,58,private,164857, Bachelors,13,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,99, United-States,0
11508,33,local_body,267859, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,0
11509,38,private,167725, Bachelors,13,NA,0,Married-non-resident,transport, Not-in-family, Other, Male,0,0,84, India,0
11510,49,national,586657, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,7298,0,40, United-States,1
11511,67,self_employed,105907, 1st-4th,2,NA,0,Widowed,other, Not-in-family, Black, Female,0,0,20, United-States,0
11512,23,private,200677, 10th,6,NA,0,Never-married,inspector, Not-in-family, White, Female,0,0,40, United-States,0
11513,42,private,193882, Some-college,10,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
11514,54,private,138026, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,0
11515,49,private,122385, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,1
11516,35,private,49020, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,60, United-States,1
11517,26,private,283715, HS-grad,9,NA,0,Never-married,repair, Own-child, White, Male,0,0,40, United-States,0
11518,31,private,286406, HS-grad,9,NA,0,Never-married,managerial, Not-in-family, White, Male,3325,0,40, United-States,0
11519,36,private,166416, HS-grad,9,NA,0,Married-civilian,cleaner, Husband, White, Male,0,0,40, United-States,0
11520,25,private,156334, 10th,6,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,40, United-States,0
11521,35,local_body,45607, Masters,14,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,60, United-States,1
11522,40,local_body,112362, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,0
11523,52,private,200419, Assoc-acdm,12,NA,0,Separated,specialty, Not-in-family, White, Female,0,0,50, United-States,0
11524,42,state,341638, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
11525,25,NA,34161, 12th,8,NA,0,Separated,NA, Unmarried, White, Female,0,0,30, United-States,0
11526,52,private,321959, Some-college,10,NA,0,Married-civilian,support, Husband, Black, Male,0,0,40, United-States,1
11527,19,private,214935, Some-college,10,NA,0,Never-married,cleaner, Own-child, White, Male,0,0,40, United-States,0
11528,43,private,132130, Assoc-voc,11,NA,0,Married-civilian,farming, Husband, White, Male,0,0,40, United-States,1
11529,57,private,222247, 12th,8,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,1
11530,35,private,165799, HS-grad,9,8309.3009535223,1,Divorced,managerial, Not-in-family, White, Male,0,0,60, United-States,0
11531,30,private,257874, Bachelors,13,NA,0,Never-married,sales, Not-in-family, White, Female,0,0,30, United-States,0
11532,38,private,357173, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11533,45,state,305739, Some-college,10,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,40, United-States,0
11534,22,private,110677, Some-college,10,NA,0,Separated,other, Own-child, White, Female,0,0,40, United-States,0
11535,21,NA,405684, HS-grad,9,NA,0,Never-married,NA, Other-relative, White, Male,0,0,35, Mexico,0
11536,60,private,82388, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,0,0,38, United-States,0
11537,45,private,289230, Bachelors,13,5708.5071317852,1,Divorced,specialty, Unmarried, White, Female,0,0,48, United-States,1
11538,26,private,101812, HS-grad,9,NA,0,Never-married,inspector, Unmarried, White, Male,5721,0,40, United-States,0
11539,49,state,336509, 10th,6,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
11540,29,private,383402, Some-college,10,NA,0,Divorced,other, Not-in-family, White, Female,0,0,35, United-States,0
11541,47,private,328216, Some-college,10,NA,0,Married-civilian,support, Husband, White, Male,7298,0,40, United-States,1
11542,40,private,280362, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,35, United-States,0
11543,34,private,212064, HS-grad,9,NA,0,Separated,clerical, Unmarried, White, Female,7443,0,35, United-States,0
11544,42,private,173704, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,0
11545,33,private,433375, 1st-4th,2,NA,0,Married-civilian,repair, Husband, White, Male,0,0,35, Mexico,0
11546,63,self_employed,106551, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11547,53,private,22418, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11548,38,private,54816, Assoc-voc,11,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,1
11549,44,private,358199, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,45, United-States,1
11550,43,private,190044, 10th,6,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11551,26,private,97698, Masters,14,NA,0,Never-married,managerial, Not-in-family, White, Male,0,0,32, United-States,0
11552,56,private,53366, HS-grad,9,5456.9451659918,1,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11553,39,private,236136, Assoc-voc,11,NA,0,Divorced,clerical, Unmarried, Black, Female,0,0,40, United-States,0
11554,44,private,326232, 7th-8th,4,NA,0,Divorced,cleaner, Not-in-family, White, Male,0,0,48, United-States,0
11555,34,private,581071, HS-grad,9,NA,0,Separated,clerical, Not-in-family, White, Male,0,0,48, United-States,1
11556,40,private,220589, Assoc-acdm,12,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
11557,38,national,161463, Some-college,10,2979.1120290756,1,Married-civilian,other, Husband, Black, Male,0,0,40, United-States,0
11558,44,private,95255, Some-college,10,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
11559,34,national,223267, Some-college,10,NA,0,Divorced,guard, Own-child, White, Male,0,0,72, United-States,0
11560,22,private,236769, Bachelors,13,6424.9826967716,1,Never-married,specialty, Not-in-family, White, Male,0,0,20, England,0
11561,58,self_employed,229498, Some-college,10,NA,0,Widowed,sales, Not-in-family, White, Female,0,0,20, United-States,1
11562,43,private,177083, Some-college,10,6672.8138886392,1,Divorced,support, Unmarried, White, Female,0,0,30, United-States,0
11563,23,private,287681, HS-grad,9,NA,0,Never-married,repair, Own-child, White, Male,0,0,40, Columbia,0
11564,41,private,49797, Some-college,10,NA,0,Separated,managerial, Not-in-family, Black, Female,0,0,40, United-States,0
11565,44,private,174051, Some-college,10,NA,0,Never-married,other, Not-in-family, White, Male,0,0,35, United-States,0
11566,32,private,194901, HS-grad,9,NA,0,Married-civilian,clerical, Husband, White, Male,0,0,40, United-States,0
11567,38,local_body,252250, Assoc-acdm,12,NA,0,Married-civilian,guard, Husband, White, Male,0,0,56, United-States,1
11568,47,private,191277, Some-college,10,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,1
11569,24,private,174907, HS-grad,9,NA,0,Never-married,other, Own-child, White, Female,0,0,30, United-States,0
11570,39,private,167140, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
11571,40,private,214242, HS-grad,9,NA,0,Married-civilian,inspector, Husband, White, Male,0,0,50, United-States,0
11572,34,private,216864, HS-grad,9,8979.2522322387,1,Divorced,other, Unmarried, White, Female,0,3770,45, United-States,0
11573,57,private,437727, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,1977,45, United-States,1
11574,71,private,200418, 5th-6th,3,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11575,45,local_body,167334, Masters,14,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,50, United-States,1
11576,54,private,146834, HS-grad,9,NA,0,Divorced,transport, Not-in-family, White, Male,0,0,45, United-States,0
11577,26,private,78424, Assoc-voc,11,NA,0,Never-married,sales, Unmarried, White, Female,0,0,54, United-States,0
11578,37,private,182675, Some-college,10,NA,0,Married-civilian,managerial, Wife, White, Female,0,0,45, United-States,1
11579,28,self_employed,38079, Some-college,10,NA,0,Married-civilian,farming, Husband, White, Male,0,0,55, United-States,0
11580,42,private,115178, Bachelors,13,NA,0,Divorced,specialty, Unmarried, White, Female,0,0,15, United-States,0
11581,45,private,195949, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11582,37,private,167415, HS-grad,9,NA,0,Married-civilian,sales, Husband, White, Male,0,0,50, United-States,0
11583,39,private,22245, Bachelors,13,NA,0,Married-civilian,specialty, Not-in-family, White, Male,0,0,60, United-States,0
11584,45,state,81853, Some-college,10,7596.6865289956,1,Married-civilian,clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States,1
11585,30,private,147921, Assoc-voc,11,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,46, United-States,0
11586,27,private,29261, HS-grad,9,NA,0,Married-defence,repair, Husband, White, Male,0,0,40, United-States,1
11587,44,private,257758, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
11588,44,state,136546, Doctorate,16,NA,0,Married-civilian,specialty, Husband, White, Male,0,1902,40, United-States,1
11589,38,private,205493, HS-grad,9,3758.4071196616,1,Married-civilian,managerial, Wife, White, Female,0,0,60, United-States,1
11590,19,private,71650, HS-grad,9,NA,0,Never-married,farming, Own-child, White, Male,0,0,40, United-States,0
11591,39,private,150217, Some-college,10,NA,0,Divorced,sales, Not-in-family, White, Female,0,0,38, United-States,0
11592,55,self_employed,258648, 10th,6,NA,0,Widowed,transport, Not-in-family, White, Male,0,0,40, United-States,0
11593,17,private,114798, 10th,6,NA,0,Never-married,other, Own-child, White, Female,0,0,20, United-States,0
11594,43,private,186188, Some-college,10,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
11595,36,local_body,175255, HS-grad,9,NA,0,Married-civilian,other, Wife, White, Female,0,0,35, United-States,0
11596,45,private,249935, Bachelors,13,NA,0,Married-civilian,farming, Husband, White, Male,0,0,60, United-States,0
11597,44,private,120277, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,38, United-States,1
11598,26,private,193165, Some-college,10,NA,0,Married-civilian,transport, Husband, White, Male,0,0,52, United-States,1
11599,32,private,185027, Assoc-acdm,12,NA,0,Married-civilian,repair, Husband, White, Male,0,1887,40, Ireland,1
11600,21,private,221418, HS-grad,9,NA,0,Never-married,other, Own-child, White, Female,0,0,40, United-States,0
11601,43,national,56063, Bachelors,13,NA,0,Married-civilian,sales, Husband, White, Male,0,0,60, United-States,0
11602,34,private,153927, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11603,33,state,163110, Bachelors,13,4195.6277005374,1,Never-married,specialty, Not-in-family, White, Male,0,0,20, United-States,0
11604,40,self_employed,175696, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,51, United-States,0
11605,46,private,143189, 5th-6th,3,NA,0,Never-married,inspector, Own-child, White, Female,0,0,40, Dominican-Republic,0
11606,20,NA,114969, HS-grad,9,NA,0,Never-married,NA, Own-child, White, Male,0,0,40, United-States,0
11607,54,state,32778, HS-grad,9,4301.7790000886,1,Widowed,managerial, Not-in-family, White, Female,0,0,40, United-States,0
11608,23,private,150683, Some-college,10,NA,0,Never-married,managerial, Own-child, White, Male,0,0,40, United-States,0
11609,58,self_employed,78104, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,45, United-States,0
11610,25,private,335005, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,3137,0,40, United-States,0
11611,50,local_body,311551, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,7688,0,50, United-States,1
11612,42,self_employed,201520, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,45, United-States,0
11613,25,private,124111, HS-grad,9,NA,0,Never-married,other, Not-in-family, White, Female,0,0,38, United-States,0
11614,43,state,117471, HS-grad,9,NA,0,Never-married,clerical, Not-in-family, White, Female,0,0,40, United-States,0
11615,25,private,361307, Bachelors,13,NA,0,Never-married,sales, Own-child, White, Female,0,0,40, United-States,0
11616,31,private,142038, HS-grad,9,NA,0,Married-civilian,repair, Wife, White, Female,0,0,45, United-States,0
11617,35,private,276552, HS-grad,9,NA,0,Divorced,repair, Not-in-family, White, Male,0,0,40, United-States,0
11618,48,private,50402, Some-college,10,2652.7829077095,1,Divorced,inspector, Unmarried, White, Male,0,0,40, United-States,0
11619,43,self_employed,174090, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,20, United-States,1
11620,27,private,277760, HS-grad,9,NA,0,Divorced,managerial, Unmarried, White, Female,0,0,40, United-States,0
11621,24,private,24243, HS-grad,9,NA,0,Never-married,repair, Not-in-family, White, Male,0,1590,40, United-States,0
11622,44,self_employed,151089, HS-grad,9,NA,0,Married-civilian,managerial, Husband, White, Male,0,1887,70, United-States,1
11623,52,self_employed,165278, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,22, United-States,0
11624,49,private,182752, Some-college,10,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,1
11625,59,private,261232, 11th,7,7000.5755163729,1,Divorced,farming, Not-in-family, White, Male,0,0,40, United-States,0
11626,27,private,164607, Bachelors,13,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
11627,38,self_employed,129573, Masters,14,NA,0,Never-married,specialty, Not-in-family, White, Male,0,0,40, United-States,1
11628,51,national,36186, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,40, United-States,1
11629,24,private,325744, HS-grad,9,NA,0,Never-married,repair, Not-in-family, White, Male,0,0,40, United-States,0
11630,58,self_employed,329793, Bachelors,13,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,45, United-States,1
11631,46,private,133616, Some-college,10,NA,0,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
11632,55,private,83401, 5th-6th,3,NA,0,Widowed,inspector, Unmarried, White, Female,0,0,40, United-States,0
11633,76,private,239880, HS-grad,9,NA,0,Divorced,clerical, Not-in-family, White, Female,0,0,8, United-States,0
11634,25,private,201737, Some-college,10,2097.9384109378,1,Divorced,clerical, Unmarried, White, Female,0,0,40, United-States,0
11635,51,private,192182, Some-college,10,NA,0,Married-civilian,inspector, Husband, White, Male,7298,0,40, United-States,1
11636,33,private,143540, HS-grad,9,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11637,46,private,28334, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,0
11638,51,private,245873, Some-college,10,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,0
11639,42,local_body,199095, Assoc-voc,11,NA,0,Widowed,specialty, Unmarried, Black, Female,0,0,40, United-States,0
11640,53,private,104461, Bachelors,13,7778.5049211234,1,Never-married,other, Not-in-family, White, Male,8614,0,50, Italy,1
11641,33,local_body,183923, Masters,14,NA,0,Married-civilian,specialty, Wife, White, Female,7688,0,35, United-States,1
11642,30,private,129707, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,99999,0,35, United-States,1
11643,41,local_body,575442, Some-college,10,NA,0,Divorced,repair, Not-in-family, White, Male,0,0,40, United-States,0
11644,42,state,184682, Assoc-acdm,12,NA,0,Divorced,other, Not-in-family, White, Female,0,0,40, United-States,0
11645,34,private,69251, HS-grad,9,NA,0,Married-civilian,transport, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1
11646,31,private,225507, Assoc-voc,11,NA,0,Never-married,other, Unmarried, White, Female,0,0,40, United-States,0
11647,46,private,167515, Some-college,10,NA,0,Married-civilian,specialty, Husband, White, Male,0,1977,50, United-States,1
11648,35,private,407068, 1st-4th,2,NA,0,Married-non-resident,other, Not-in-family, White, Male,0,0,40, Guatemala,0
11649,40,private,170019, HS-grad,9,NA,0,Never-married,other, Not-in-family, White, Male,0,0,40,NA,0
11650,46,local_body,125892, Some-college,10,NA,0,Married-civilian,guard, Husband, White, Male,0,0,40, United-States,1
11651,43,local_body,35824, Masters,14,NA,0,Married-civilian,specialty, Wife, White, Female,0,0,40, United-States,1
11652,35,private,67083, HS-grad,9,NA,0,Married-civilian,other, Husband, Asian-Pac-Islander, Male,0,0,40, China,0
11653,23,private,107801, Bachelors,13,NA,0,Never-married,clerical, Own-child, White, Female,0,0,20, United-States,0
11654,50,self_employed,95577, HS-grad,9,NA,0,Married-civilian,other, Wife, White, Female,0,0,12,NA,0
11655,43,private,118536, HS-grad,9,NA,0,Divorced,inspector, Other-relative, Black, Male,0,0,40, United-States,0
11656,61,private,198078, HS-grad,9,NA,0,Married-civilian,transport, Husband, White, Male,0,0,40, United-States,1
11657,29,private,78261, Prof-school,15,NA,0,Never-married,specialty, Own-child, White, Male,0,0,50, United-States,0
11658,21,private,234108, HS-grad,9,NA,0,Never-married,sales, Not-in-family, White, Male,0,0,40, United-States,0
11659,36,local_body,241998, Bachelors,13,NA,0,Married-civilian,specialty, Husband, White, Male,0,1672,50, United-States,0
11660,40,private,92717, HS-grad,9,NA,0,Never-married,other, Unmarried, Black, Female,0,0,40, United-States,0
11661,23,private,257683, Bachelors,13,NA,0,Never-married,specialty, Own-child, White, Male,0,0,40, United-States,0
11662,90,private,40388, Bachelors,13,NA,0,Never-married,managerial, Not-in-family, White, Male,0,0,55, United-States,0
11663,24,private,55424, Bachelors,13,NA,0,Never-married,managerial, Own-child, White, Male,0,0,40, United-States,0
11664,20,private,169600, Some-college,10,NA,0,Never-married,specialty, Own-child, White, Female,2176,0,12, United-States,0
11665,40,local_body,319271, Masters,14,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,60, United-States,1
11666,37,self_employed,75050, Assoc-voc,11,NA,0,Married-civilian,repair, Husband, White, Male,0,0,55, United-States,0
11667,31,private,182896, HS-grad,9,NA,0,Never-married,repair, Not-in-family, White, Female,0,0,40, United-States,0
11668,22,private,188274, HS-grad,9,NA,0,Never-married,transport, Own-child, White, Male,0,0,40, United-States,0
11669,25,private,211497, Some-college,10,NA,0,Married-civilian,managerial, Husband, White, Male,0,0,40, United-States,0
11670,46,private,113806, 12th,8,NA,0,Married-civilian,repair, Husband, White, Male,7298,0,40,NA,1
11671,47,local_body,172246, Masters,14,NA,0,Married-civilian,specialty, Husband, White, Male,0,0,60, United-States,1
11672,48,local_body,219962, Assoc-voc,11,NA,0,Married-civilian,repair, Husband, White, Male,0,0,40, United-States,0
11673,36,NA,186815, Masters,14,NA,0,Married-civilian,NA, Husband, White, Male,0,0,50, United-States,0
11674,26,NA,132749, Bachelors,13,NA,0,Never-married,NA, Not-in-family, White, Female,0,0,80, United-States,0
11675,28,private,209801, 9th,5,NA,0,Married-civilian,inspector, Wife, White, Female,0,0,40, United-States,0
11676,20,state,178517, Some-college,10,NA,0,Never-married,farming, Not-in-family, White, Male,0,0,40, United-States,0
11677,51,private,169364, Some-college,10,NA,0,Divorced,cleaner, Not-in-family, White, Female,0,0,40, Ireland,0
11678,32,national,164707, HS-grad,9,NA,0,Married-civilian,clerical, Wife, White, Female,0,0,40, United-States,1
11679,55,private,144084, 10th,6,NA,0,Married-civilian,other, Husband, White, Male,0,0,40, United-States,0
11680,41,local_body,133692, Bachelors,13,NA,0,Divorced,guard, Unmarried, White, Female,0,0,40, United-States,0
11681,46,private,184169, Masters,14,NA,0,Married-civilian,specialty, Wife, White, Female,7688,0,35, United-States,1
