"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"13310",63,"Employed",217715," 5th-6th",3,4894.5839870721,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,3," United-States","0"
"13321",50,"Employed",114056," Assoc-voc",11,7379.4777952135,"1","Married","guard"," Husband"," White"," Male",0,0,84," United-States","0"
"13348",34,"Employed",209768," HS-grad",9,7558.6401037872,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","0"
"13368",23,"Employed",37783," Some-college",10,2492.2133274376,"1","Un_married","sales"," Own-child"," White"," Female",0,0,40," United-States","0"
"13393",39,"Employed",98941," Bachelors",13,6937.6378953457,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,40," United-States","1"
"13394",44,"Employed",205474," Bachelors",13,8087.7874940634,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","1"
"13409",30,"Employed",54929," HS-grad",9,4984.5449477434,"1","Married","sales"," Husband"," White"," Male",0,0,55," United-States","0"
"13442",30,"Gov",112139," HS-grad",9,5342.4099497497,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","0"
"13447",36,"Employed",189404," Bachelors",13,6196.3697019965,"1","Married","sales"," Husband"," White"," Male",0,1977,35," United-States","1"
"13477",26,"Employed",58426," HS-grad",9,7687.0702337474,"1","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","0"
"13499",33,"Employed",155475," HS-grad",9,2689.4621215761,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"13548",35,"Employed",42044," HS-grad",9,4009.9596604705,"1","Married","inspector"," Husband"," White"," Male",0,0,30," United-States","0"
"13571",66,"Employed",197816," Bachelors",13,4610.8661442995,"1","Married","managerial"," Husband"," White"," Male",10605,0,40," United-States","1"
"13584",38,"Employed",129102," HS-grad",9,6715.6151346862,"1","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","0"
"13598",20,"Employed",109952," HS-grad",9,4914.0307437629,"1","Married","support"," Other-relative"," White"," Male",0,0,40," United-States","0"
"13607",54,"Employed",96460," HS-grad",9,6528.2876398414,"1","Married","managerial"," Husband"," White"," Male",7688,0,60," United-States","1"
"13641",36,"Employed",217077," HS-grad",9,2165.4486637563,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","0"
"13719",30,"Employed",29522," Some-college",10,2705.4641414434,"1","Married","sales"," Wife"," White"," Female",0,0,40," United-States","0"
"13779",29,"Employed",172865," HS-grad",9,5291.9595353305,"1","Married","inspector"," Husband"," White"," Male",0,0,50," United-States","0"
"13803",24,"Employed",283896," HS-grad",9,8157.0646204054,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"13807",56,"Employed",165881," HS-grad",9,4268.4666085988,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","1"
"13875",22,"Employed",253310," Bachelors",13,7677.8152771294,"1","Un_married","managerial"," Own-child"," White"," Female",0,0,7," United-States","0"
"13903",26,"Employed",192302," Some-college",10,7188.608923927,"1","Married","managerial"," Wife"," White"," Female",0,0,25," United-States","0"
"13935",43,"Employed",182757," HS-grad",9,4697.6595316082,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"13952",29,"Employed",134331," 10th",6,6588.1704185158,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"13962",19,"Employed",188008," Some-college",10,7511.5433782339,"1","Un_married","sales"," Own-child"," Black"," Female",0,0,20," United-States","0"
"13989",34,"Employed",344275," HS-grad",9,2010.4691740125,"1","Un_married","transport"," Not-in-family"," White"," Male",0,0,70," United-States","0"
"13990",43,"Gov",209544," Masters",14,6697.3565910012,"1","Un_married","managerial"," Not-in-family"," White"," Female",10520,0,50," United-States","1"
"14016",51,"Gov",454063," Doctorate",16,8207.741862163,"1","Married","managerial"," Husband"," White"," Male",7298,0,40," United-States","1"
"14034",44,"Employed",274562," HS-grad",9,2356.4296290278,"1","Un_married","repair"," Not-in-family"," White"," Male",14344,0,40," United-States","1"
"14046",21,"Employed",26410," HS-grad",9,3648.5132835805,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"14082",27,"Employed",247711," HS-grad",9,3320.2545233071,"1","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","0"
"14088",22,"Employed",107882," HS-grad",9,5173.6549604684,"1","Un_married","specialty"," Own-child"," White"," Female",0,0,20," United-States","0"
"14094",60,"Employed",117509," 9th",5,4479.7959793359,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"14137",47,"Gov",31339," Some-college",10,7804.5516666025,"1","Married","clerical"," Husband"," White"," Male",0,0,40," United-States","0"
"14152",22,"Employed",359759," Some-college",10,9905.202543363,"1","Un_married","sales"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,20," Philippines","0"
"14158",59,"Employed",69884," Prof-school",15,5022.3126150668,"1","Married","specialty"," Unmarried"," White"," Male",0,0,50," United-States","0"
"14190",38,"Employed",187999," Bachelors",13,4818.5494635254,"1","Married","support"," Husband"," White"," Male",0,0,45," United-States","1"
"14218",57,"Employed",200316," Some-college",10,6396.9724755734,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"14219",25,"Employed",160300," Bachelors",13,4918.0191159248,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,35," United-States","0"
"14243",38,"Employed",193815," Masters",14,7376.0777004063,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"14254",34,"Employed",97306," Bachelors",13,9175.0566065311,"1","Un_married","repair"," Unmarried"," White"," Female",0,0,25," United-States","0"
"14325",32,"Employed",205152," HS-grad",9,7138.346247375,"1","Married","managerial"," Husband"," White"," Male",3103,0,40," United-States","1"
"14368",37,"Employed",177285," Assoc-voc",11,8891.9399436563,"1","Married","clerical"," Wife"," Black"," Female",0,0,48," United-States","1"
"14385",32,"Employed",348460," Assoc-voc",11,6176.2760654092,"1","Married","repair"," Husband"," White"," Male",0,0,50," United-States","0"
"14404",50,"Employed",398625," 11th",7,9841.3165230304,"1","Un_married","inspector"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"14424",55,"Gov",153788," Some-college",10,6707.6670285314,"1","Married","clerical"," Wife"," White"," Female",0,0,37," United-States","0"
"14431",17,"Employed",413557," 9th",5,6228.6661136895,"1","Un_married","sales"," Own-child"," White"," Female",0,0,40," United-States","0"
"14483",28,"Employed",469864," Bachelors",13,4480.8018896729,"1","Un_married","specialty"," Not-in-family"," Black"," Male",0,0,40," United-States","0"
"14503",43,"Gov",19914," Some-college",10,5453.2299563289,"1","Un_married","managerial"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,15," United-States","0"
"14513",21,"Employed",186648," 10th",6,7569.0516475588,"1","Un_married","inspector"," Own-child"," White"," Male",0,0,40," United-States","0"
"14520",31,"Employed",214235," HS-grad",9,7507.7297370881,"1","Married","other"," Husband"," White"," Male",0,0,65," United-States","0"
"14529",32,"Employed",171215," Some-college",10,6885.9572932124,"1","Un_married","clerical"," Not-in-family"," White"," Male",0,0,48," United-States","0"
"14537",33,"Gov",400943," Masters",14,7471.2924137712,"1","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","1"
"14558",32,"Employed",193042," Bachelors",13,3534.7524378449,"1","Married","sales"," Husband"," White"," Male",0,0,44," United-States","0"
"14572",35,"Employed",243409," Some-college",10,5481.4893975854,"1","Married","transport"," Husband"," White"," Male",0,0,40," Germany","0"
"14602",31,"Employed",113364," HS-grad",9,2399.0629259497,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"14616",37,"Employed",162494," Bachelors",13,5413.1477288902,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"14617",30,"Employed",205407," HS-grad",9,4197.8172846139,"1","Un_married","clerical"," Unmarried"," White"," Male",0,0,40," United-States","0"
"14641",51,"Gov",74784," Some-college",10,3905.8630522341,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"14645",39,"Employed",174924," HS-grad",9,9036.5812815726,"1","Un_married","managerial"," Not-in-family"," White"," Male",14344,0,40," United-States","1"
"14658",40,"Employed",242619," Bachelors",13,2058.8556416333,"1","Un_married","specialty"," Not-in-family"," White"," Male",4650,0,40," United-States","0"
"14735",43,"Employed",118001," 7th-8th",4,2842.0652523637,"1","Un_married","farming"," Not-in-family"," Black"," Male",0,0,40," United-States","0"
"14759",40,"Employed",222011," Masters",14,7704.87591438,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,45," United-States","1"
"14778",19,"Employed",249787," HS-grad",9,5620.1603710651,"1","Un_married","other"," Other-relative"," Black"," Male",0,0,40," United-States","0"
"14818",39,"Employed",206951," Bachelors",13,6844.3792313337,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"14837",58,"Employed",169611," HS-grad",9,5369.3657424301,"1","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","0"
"14889",36,"Gov",239074," Assoc-acdm",12,9598.0774089694,"1","Married","other"," Husband"," White"," Male",0,0,40," United-States","0"
"14920",19,"Employed",458558," HS-grad",9,8593.5852844268,"1","Married","repair"," Wife"," White"," Female",0,0,40," United-States","0"
"14946",28,"Employed",77760," HS-grad",9,2841.7297955602,"1","Un_married","other"," Unmarried"," White"," Male",0,0,40," United-States","0"
"14947",35,"Employed",167990," 9th",5,4484.6008401364,"1","Married","inspector"," Husband"," White"," Male",0,0,40," Canada","0"
"14951",45,"Gov",304973," HS-grad",9,6063.751090318,"1","Married","guard"," Husband"," White"," Male",0,0,78," United-States","1"
"14973",28,"Employed",395022," Assoc-voc",11,3127.3272261024,"1","Un_married","specialty"," Unmarried"," White"," Female",0,0,40," United-States","0"
"14979",44,"Gov",55395," HS-grad",9,7986.8343975395,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"14986",57,"Employed",106103," Some-college",10,7069.9958465993,"1","Married","support"," Husband"," White"," Male",0,0,60," United-States","1"
"15026",37,"Employed",241174," Bachelors",13,4384.5702707768,"1","Married","specialty"," Husband"," White"," Male",0,0,99," United-States","1"
"15028",38,"Employed",168496," Assoc-acdm",12,3835.7676137239,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","1"
"15067",20,"Gov",30796," Some-college",10,3796.0475310683,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,10," United-States","0"
"15069",23,"Employed",238092," Bachelors",13,2028.0813816935,"1","Un_married","specialty"," Own-child"," White"," Male",0,0,40," United-States","0"
"15075",18,"Employed",447882," Some-college",10,2335.0632097572,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,20," United-States","0"
"15077",51,"Gov",82504," Some-college",10,4407.3670692742,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","0"
"15106",59,"Employed",153484," Bachelors",13,4982.4377819896,"1","Married","repair"," Husband"," White"," Male",15024,0,50," United-States","1"
"15133",42,"Employed",195755," HS-grad",9,4187.3598191887,"1","Un_married","repair"," Unmarried"," White"," Male",0,0,40," United-States","0"
"15139",75,"Employed",309955," Prof-school",15,7614.447016269,"1","Married","specialty"," Husband"," White"," Male",0,2174,50," United-States","1"
"15155",51,"Employed",96586," Some-college",10,8663.5543461889,"1","Married","support"," Husband"," White"," Male",0,0,40," United-States","1"
"15169",30,"Employed",254905," HS-grad",9,5627.8891582042,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"15188",59,"Employed",168569," Prof-school",15,9743.5945402831,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"15193",42,"Gov",83411," HS-grad",9,8349.8576637358,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"15206",35,"Employed",320451," Masters",14,9938.8657771051,"1","Married","managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,65," Hong","1"
"15273",38,"Employed",698363," HS-grad",9,3701.2804597616,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"15296",32,"Employed",37210," Bachelors",13,2139.0852071345,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"15310",39,"Employed",108140," Assoc-voc",11,5666.1139056087,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"15321",26,"Employed",248990," HS-grad",9,9333.1166077405,"1","Married","repair"," Husband"," White"," Male",0,0,40," Mexico","0"
"15369",22,"Employed",54560," HS-grad",9,7837.5933337957,"1","Un_married","other"," Own-child"," White"," Male",0,0,40," United-States","0"
"15371",32,"Gov",42900," Prof-school",15,7554.7933783382,"1","Married","specialty"," Husband"," White"," Male",15024,0,50," United-States","1"
"15411",22,"Employed",109482," Some-college",10,2744.0122365952,"1","Un_married","specialty"," Own-child"," White"," Male",0,0,98," United-States","0"
"15482",32,"Employed",119124," Bachelors",13,7878.0159782618,"1","Un_married","specialty"," Own-child"," White"," Male",0,0,40," United-States","0"
"15491",53,"Employed",158284," HS-grad",9,8256.3477810472,"1","Married","sales"," Husband"," White"," Male",0,0,70," United-States","0"
"15514",38,"Employed",376025," 7th-8th",4,3866.610173136,"1","Married","farming"," Husband"," White"," Male",0,0,40," United-States","0"
"15520",19,"Employed",117595," HS-grad",9,9324.2946211249,"1","Un_married","other"," Own-child"," White"," Male",0,0,24," United-States","0"
"15531",20,"Employed",91733," Some-college",10,4566.2026423961,"1","Un_married","sales"," Own-child"," White"," Female",0,0,8," United-States","0"
"15536",39,"Employed",207568," HS-grad",9,3457.3775902391,"1","Married","cleaner"," Husband"," White"," Male",0,0,48," United-States","1"
"15559",50,"Employed",166220," Assoc-acdm",12,8233.673626557,"1","Married","sales"," Wife"," White"," Female",3942,0,40," United-States","0"
"15573",57,"Employed",308861," Some-college",10,7417.7727717906,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"15588",45,"Gov",311080," Some-college",10,6934.5574323088,"1","Married","clerical"," Husband"," White"," Male",0,0,40," United-States","1"
"15595",58,"Employed",118303," HS-grad",9,4900.484951213,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,35," United-States","1"
"15596",18,"Employed",188241," 11th",7,5685.016700998,"1","Un_married","other"," Own-child"," White"," Male",0,0,16," United-States","0"
"15606",38,"Employed",197365," HS-grad",9,4592.8804129362,"1","Married","support"," Husband"," White"," Male",0,0,50," United-States","0"
"15640",31,"Employed",236599," Bachelors",13,5684.6877280623,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","1"
"15656",58,"Employed",147653," Some-college",10,2717.5055071712,"1","Married","clerical"," Wife"," White"," Female",0,0,32," United-States","0"
"15722",37,"Employed",360743," Some-college",10,2087.591946125,"1","Married","cleaner"," Husband"," Black"," Male",0,0,40," United-States","1"
"15723",60,"Gov",93272," HS-grad",9,2695.3442823142,"1","Married","other"," Husband"," White"," Male",0,0,40," United-States","0"
"15726",34,"Employed",135785," Bachelors",13,2259.6751339734,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,36," United-States","0"
"15778",43,"Gov",115562," HS-grad",9,5056.0584180057,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"15816",45,"Employed",162606," HS-grad",9,6205.0254214555,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,35," United-States","0"
"15820",26,"Employed",57512," Assoc-voc",11,2964.2056468874,"1","Un_married","repair"," Own-child"," White"," Male",0,0,48," United-States","0"
"15837",46,"Employed",173243," HS-grad",9,5888.7826185674,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"15872",28,"Employed",334032," Assoc-voc",11,4378.4616161138,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"15901",24,"Employed",210781," Bachelors",13,7863.2902801037,"1","Un_married","house_servant"," Not-in-family"," White"," Female",0,0,40," France","0"
"15914",32,"Employed",146154," HS-grad",9,8564.6538939327,"1","Married","sales"," Wife"," White"," Female",0,0,40," United-States","0"
"15929",38,"Employed",102938," Bachelors",13,8926.6092255712,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"15955",42,"Employed",376072," HS-grad",9,8506.4241234213,"1","Married","transport"," Husband"," White"," Male",0,0,30," United-States","0"
"15970",33,"Employed",147700," HS-grad",9,4984.2754993588,"1","Married","repair"," Husband"," Other"," Male",0,0,40," United-States","0"
"15994",49,"Gov",35406," HS-grad",9,9507.5128730387,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,20," United-States","0"
"16000",39,"Employed",188571," 11th",7,4868.0449277163,"1","Married","transport"," Husband"," White"," Male",0,0,40," United-States","0"
"16068",25,"Employed",212522," HS-grad",9,5115.7675497234,"1","Un_married","repair"," Other-relative"," White"," Male",0,0,40," United-States","0"
"16094",39,"Employed",180667," Some-college",10,9269.4490421563,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"16121",39,"Employed",370585," HS-grad",9,2587.1826820076,"1","Un_married","inspector"," Not-in-family"," Black"," Male",0,0,40," United-States","0"
"16127",40,"Employed",182140," HS-grad",9,3157.5645729899,"1","Un_married","transport"," Unmarried"," Black"," Male",0,0,40," United-States","0"
"16143",39,"Employed",218490," Bachelors",13,5090.6659737229,"1","Married","managerial"," Husband"," White"," Male",0,1977,40," United-States","1"
"16144",23,"Employed",384651," Some-college",10,5134.6101779491,"1","Married","cleaner"," Husband"," White"," Male",0,0,40," United-States","0"
"16161",36,"Employed",167440," Some-college",10,5234.8056659102,"1","Married","inspector"," Husband"," White"," Male",0,0,44," United-States","0"
"16162",37,"Employed",265266," Prof-school",15,9386.111613363,"1","Married","specialty"," Husband"," White"," Male",0,0,40," Cuba","1"
"16163",31,"Employed",212235," Some-college",10,8479.0961146355,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,45," United-States","0"
"16164",46,"Employed",44671," Bachelors",13,9754.5054778457,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","0"
"16169",62,"Employed",115176," HS-grad",9,4656.0845598579,"1","Married","farming"," Husband"," White"," Male",0,0,65," United-States","0"
"16180",49,"Gov",159641," Bachelors",13,4233.8406909257,"1","Un_married","managerial"," Unmarried"," White"," Female",0,625,40," United-States","0"
"16194",26,"Employed",215384," Bachelors",13,9334.4255760312,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,1974,55," United-States","0"
"16202",37,"Employed",348960," Assoc-acdm",12,6864.9316839874,"1","Married","transport"," Husband"," White"," Male",0,0,50," United-States","1"
"16224",42,"Employed",162758," Some-college",10,4672.5055333227,"1","Married","cleaner"," Husband"," White"," Male",0,0,56," United-States","1"
"16232",38,"Gov",143517," Bachelors",13,7914.4691061229,"1","Un_married","managerial"," Own-child"," White"," Male",0,0,40," United-States","0"
"16244",60,"Employed",297261," Some-college",10,3958.5202261806,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,15," United-States","0"
"16246",42,"Employed",143046," HS-grad",9,3254.9320608378,"1","Un_married","other"," Own-child"," White"," Female",0,0,40," United-States","0"
"16264",33,"Employed",144949," HS-grad",9,5631.211085245,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"16294",31,"Employed",19302," Bachelors",13,2964.3883481622,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"16322",48,"Employed",83444," Assoc-voc",11,3076.8951978535,"1","Married","managerial"," Husband"," White"," Male",0,0,43," United-States","1"
"16370",53,"Employed",122412," Bachelors",13,6364.0731312335,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"16379",35,"Employed",81259," Bachelors",13,7456.6179756075,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,43," United-States","0"
"16387",69,"Employed",312653," Some-college",10,8840.5155669898,"1","Married","sales"," Husband"," White"," Male",0,0,25," United-States","0"
"16480",26,"Employed",105059," 9th",5,2280.009765178,"1","Married","repair"," Husband"," White"," Male",0,0,20," United-States","0"
"16521",42,"Employed",219591," Bachelors",13,8258.8700447232,"1","Married","clerical"," Husband"," White"," Male",0,0,55," United-States","1"
"16541",42,"Employed",252518," Prof-school",15,4836.4815507084,"1","Married","managerial"," Husband"," White"," Male",15024,0,40," United-States","1"
"16599",48,"Employed",245948," HS-grad",9,5670.7445643842,"1","Un_married","inspector"," Not-in-family"," Black"," Female",2174,0,40," United-States","0"
"16609",32,"Employed",195000," HS-grad",9,7095.966136083,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"16652",43,"Employed",151089," HS-grad",9,9157.1788806468,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","0"
"16656",22,"Employed",374116," HS-grad",9,9832.8257780522,"1","Un_married","house_servant"," Own-child"," White"," Female",0,0,36," United-States","0"
"16657",29,"Employed",205249," Masters",14,3569.272313267,"1","Married","managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Japan","0"
"16661",66,"Gov",140849," HS-grad",9,7265.2767002583,"1","Un_married","other"," Not-in-family"," White"," Female",0,0,25," United-States","0"
"16663",45,"Gov",125933," Some-college",10,5953.9159890264,"1","Un_married","clerical"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"16669",49,"Employed",179869," HS-grad",9,9616.598341614,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"16693",45,"Employed",223319," Some-college",10,8473.5897667706,"1","Un_married","sales"," Own-child"," White"," Male",0,0,45," United-States","0"
"16726",33,"Gov",173806," Assoc-acdm",12,3716.8488688767,"1","Married","cleaner"," Husband"," White"," Male",0,0,40," United-States","0"
"16734",46,"Gov",219967," Bachelors",13,8663.7619417161,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"16771",34,"Employed",176992," Some-college",10,5847.6157337427,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"16824",40,"Employed",336707," Assoc-voc",11,4790.8110376447,"1","Un_married","repair"," Not-in-family"," White"," Female",0,0,60," United-States","0"
"16891",22,"Employed",390817," 5th-6th",3,4093.1004732847,"1","Married","repair"," Other-relative"," White"," Male",0,0,40," Mexico","0"
"16893",59,"Employed",155976," HS-grad",9,2471.9602689147,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"16906",37,"Employed",78928," 9th",5,3896.5541236103,"1","Married","other"," Husband"," White"," Male",3137,0,40," United-States","0"
"16930",32,"Employed",137076," Some-college",10,4856.510411948,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"16939",32,"Employed",183801," HS-grad",9,5082.5748275966,"1","Un_married","repair"," Own-child"," White"," Male",0,0,40," United-States","0"
"16960",31,"Employed",213179," HS-grad",9,5160.180542618,"1","Married","transport"," Husband"," White"," Male",0,0,60," United-States","1"
"16970",39,"Employed",188038," Some-college",10,4153.3534489572,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"16981",38,"Employed",229700," Masters",14,3067.4953665584,"1","Married","specialty"," Husband"," Black"," Male",0,0,40," United-States","1"
"16997",55,"Gov",157639," Some-college",10,8502.9478818178,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","1"
"17032",21,"Employed",394484," Some-college",10,7738.8485241681,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,40," United-States","0"
"17035",47,"Gov",193012," Masters",14,5929.7377243638,"1","Un_married","guard"," Not-in-family"," Black"," Male",0,0,50," United-States","1"
"17053",37,"Employed",253420," HS-grad",9,7523.218927905,"1","Un_married","other"," Unmarried"," Black"," Female",0,0,25," United-States","0"
"17064",49,"Employed",195956," Bachelors",13,4162.9190612584,"1","Un_married","support"," Unmarried"," White"," Female",0,0,35," United-States","0"
"17081",30,"Gov",180283," HS-grad",9,5145.766723901,"1","Un_married","other"," Not-in-family"," Black"," Female",0,0,40," United-States","0"
"17092",55,"Employed",207489," Bachelors",13,4906.1015844345,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,50," Germany","0"
"17097",38,"Employed",77820," HS-grad",9,5073.4086148441,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"17106",51,"Employed",258735," HS-grad",9,6124.8046215624,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,81," United-States","0"
"17115",25,"Employed",164488," Bachelors",13,3587.7955835313,"1","Un_married","support"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"17150",26,"Employed",196805," Some-college",10,2061.7359671742,"1","Married","transport"," Husband"," Black"," Male",0,0,65," United-States","0"
"17191",24,"Gov",390867," Masters",14,6014.519944787,"1","Un_married","specialty"," Not-in-family"," Black"," Female",0,0,40," United-States","0"
"17193",36,"Employed",279721," HS-grad",9,9975.122269243,"1","Married","transport"," Husband"," White"," Male",0,0,40," United-States","0"
"17215",33,"Gov",108116," HS-grad",9,4405.460504815,"1","Married","support"," Husband"," White"," Male",0,0,40," United-States","0"
"17216",26,"Employed",366900," HS-grad",9,2071.0605140775,"1","Un_married","repair"," Own-child"," White"," Male",0,0,40," United-States","0"
"17326",57,"Gov",132717," Bachelors",13,4453.8965690881,"1","Married","managerial"," Husband"," White"," Male",0,0,45," United-States","0"
"17330",26,"Employed",41521," HS-grad",9,8985.1134046912,"1","Un_married","other"," Not-in-family"," White"," Female",0,0,35," United-States","0"
"17370",32,"Employed",228265," HS-grad",9,2844.6779232472,"1","Un_married","cleaner"," Own-child"," White"," Female",0,0,30," United-States","0"
"17400",48,"Gov",247043," HS-grad",9,4096.550244838,"1","Un_married","clerical"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"17420",41,"Employed",372682," Some-college",10,6509.1063492,"1","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","1"
"17427",24,"Employed",206861," Bachelors",13,9824.1588175297,"1","Un_married","clerical"," Own-child"," White"," Male",0,0,40," United-States","0"
"17432",21,"Gov",41183," Some-college",10,2116.4543386549,"1","Un_married","specialty"," Own-child"," White"," Female",0,0,20," United-States","0"
"17456",47,"Employed",140219," HS-grad",9,5506.2675159425,"1","Un_married","clerical"," Other-relative"," White"," Female",0,0,40," United-States","0"
"17462",33,"Employed",181091," 10th",6,9417.2374382615,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,35," England","0"
"17495",37,"Employed",280966," Some-college",10,2790.081050247,"1","Married","inspector"," Husband"," White"," Male",0,0,50," United-States","1"
"17500",22,"Employed",222490," Some-college",10,2643.4271279723,"1","Un_married","sales"," Own-child"," White"," Female",0,0,30," United-States","0"
"17501",63,"Gov",57674," Masters",14,7550.929190591,"1","Married","specialty"," Husband"," White"," Male",0,0,48," United-States","0"
"17516",31,"Employed",195136," Assoc-acdm",12,8624.1510193795,"1","Un_married","other"," Not-in-family"," White"," Female",0,0,32," United-States","0"
"17524",52,"Employed",240013," Masters",14,4338.0765970796,"1","Married","sales"," Husband"," White"," Male",0,0,70," United-States","0"
"17531",40,"Employed",175674," Bachelors",13,9685.9105806798,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","1"
"17532",28,"Employed",375313," HS-grad",9,9765.2217838913,"1","Un_married","support"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," United-States","0"
"17534",23,"Employed",212888," Some-college",10,3121.265469119,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"17557",28,"Employed",190391," Bachelors",13,4525.4769958556,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"17586",55,"Employed",98746," Some-college",10,8559.5618821681,"1","Married","support"," Husband"," White"," Male",0,0,50," Canada","1"
"17588",44,"Employed",344920," Bachelors",13,5633.4263142198,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,1617,20," United-States","0"
"17634",41,"Employed",147110," HS-grad",9,8538.2723044604,"1","Married","inspector"," Husband"," White"," Male",0,0,25," United-States","0"
