"ClaimID","ClaimSize"
"CLM58448","lessthan100K"
"CLM58450","200KandAbove"
"CLM58451","lessthan100K"
"CLM58452","lessthan100K"
"CLM58458","lessthan100K"
"CLM58459","lessthan100K"
"CLM58462","100K-lessthan200K"
"CLM58466","lessthan100K"
"CLM58467","200KandAbove"
"CLM58470","lessthan100K"
"CLM58475","100K-lessthan200K"
"CLM58481","100K-lessthan200K"
"CLM58482","lessthan100K"
"CLM58485","lessthan100K"
"CLM58491","lessthan100K"
"CLM58494","lessthan100K"
"CLM58500","100K-lessthan200K"
"CLM58503","200KandAbove"
"CLM58514","200KandAbove"
"CLM58515","lessthan100K"
"CLM58517","lessthan100K"
"CLM58518","lessthan100K"
"CLM58523","lessthan100K"
"CLM58525","lessthan100K"
"CLM58528","200KandAbove"
"CLM58532","lessthan100K"
"CLM58533","200KandAbove"
"CLM58538","lessthan100K"
"CLM58543","100K-lessthan200K"
"CLM58546","lessthan100K"
"CLM58549","100K-lessthan200K"
"CLM58551","100K-lessthan200K"
"CLM58554","200KandAbove"
"CLM58561","200KandAbove"
"CLM58562","lessthan100K"
"CLM58569","lessthan100K"
"CLM58572","100K-lessthan200K"
"CLM58574","100K-lessthan200K"
"CLM58578","lessthan100K"
"CLM58581","lessthan100K"
"CLM58583","lessthan100K"
"CLM58595","lessthan100K"
"CLM58606","lessthan100K"
"CLM58612","lessthan100K"
"CLM58616","lessthan100K"
"CLM58621","lessthan100K"
"CLM58628","lessthan100K"
"CLM58629","lessthan100K"
"CLM58630","lessthan100K"
"CLM58634","lessthan100K"
"CLM58635","lessthan100K"
"CLM58637","100K-lessthan200K"
"CLM58639","lessthan100K"
"CLM58642","100K-lessthan200K"
"CLM58661","lessthan100K"
"CLM58663","lessthan100K"
"CLM58666","lessthan100K"
"CLM58675","lessthan100K"
"CLM58677","lessthan100K"
"CLM58678","lessthan100K"
"CLM58688","lessthan100K"
"CLM58693","lessthan100K"
"CLM58694","lessthan100K"
"CLM58702","lessthan100K"
"CLM58703","200KandAbove"
"CLM58706","lessthan100K"
"CLM58714","100K-lessthan200K"
"CLM58715","lessthan100K"
"CLM58717","lessthan100K"
"CLM58720","lessthan100K"
"CLM58730","lessthan100K"
"CLM58731","lessthan100K"
"CLM58735","lessthan100K"
"CLM58739","lessthan100K"
"CLM58740","lessthan100K"
"CLM58743","lessthan100K"
"CLM58744","lessthan100K"
"CLM58746","lessthan100K"
"CLM58749","lessthan100K"
"CLM58759","lessthan100K"
"CLM58760","lessthan100K"
"CLM58761","lessthan100K"
"CLM58770","lessthan100K"
"CLM58774","lessthan100K"
"CLM58781","200KandAbove"
"CLM58785","200KandAbove"
"CLM58786","lessthan100K"
"CLM58787","100K-lessthan200K"
"CLM58790","lessthan100K"
"CLM58800","200KandAbove"
"CLM58801","lessthan100K"
"CLM58803","lessthan100K"
"CLM58805","lessthan100K"
"CLM58807","lessthan100K"
"CLM58809","lessthan100K"
"CLM58813","lessthan100K"
"CLM58820","lessthan100K"
"CLM58822","200KandAbove"
"CLM58826","100K-lessthan200K"
"CLM58830","lessthan100K"
"CLM58833","lessthan100K"
"CLM58835","200KandAbove"
"CLM58838","lessthan100K"
"CLM58840","lessthan100K"
"CLM58847","100K-lessthan200K"
"CLM58853","lessthan100K"
"CLM58855","100K-lessthan200K"
"CLM58860","100K-lessthan200K"
"CLM58864","100K-lessthan200K"
"CLM58870","lessthan100K"
"CLM58874","lessthan100K"
"CLM58875","lessthan100K"
"CLM58879","lessthan100K"
"CLM58882","200KandAbove"
"CLM58885","lessthan100K"
"CLM58886","lessthan100K"
"CLM58887","lessthan100K"
"CLM58895","lessthan100K"
"CLM58897","lessthan100K"
"CLM58900","lessthan100K"
"CLM58905","200KandAbove"
"CLM58906","200KandAbove"
"CLM58907","lessthan100K"
"CLM58909","lessthan100K"
"CLM58910","lessthan100K"
"CLM58912","200KandAbove"
"CLM58914","200KandAbove"
"CLM58915","lessthan100K"
"CLM58918","lessthan100K"
"CLM58928","lessthan100K"
"CLM58932","lessthan100K"
"CLM58939","lessthan100K"
"CLM58944","lessthan100K"
"CLM58948","lessthan100K"
"CLM58951","lessthan100K"
"CLM58961","lessthan100K"
"CLM58967","200KandAbove"
"CLM58969","lessthan100K"
"CLM58970","100K-lessthan200K"
"CLM58974","lessthan100K"
"CLM58976","200KandAbove"
"CLM58978","lessthan100K"
"CLM58979","lessthan100K"
"CLM58985","lessthan100K"
"CLM58990","lessthan100K"
"CLM58994","lessthan100K"
"CLM58996","200KandAbove"
"CLM58998","lessthan100K"
"CLM59000","200KandAbove"
"CLM59002","100K-lessthan200K"
"CLM59004","200KandAbove"
"CLM59013","lessthan100K"
"CLM59017","lessthan100K"
"CLM59020","lessthan100K"
"CLM59027","lessthan100K"
"CLM59029","200KandAbove"
"CLM59041","lessthan100K"
"CLM59046","100K-lessthan200K"
"CLM59047","lessthan100K"
"CLM59048","100K-lessthan200K"
"CLM59053","lessthan100K"
"CLM59055","lessthan100K"
"CLM59056","100K-lessthan200K"
"CLM59057","lessthan100K"
"CLM59059","100K-lessthan200K"
"CLM59070","lessthan100K"
"CLM59071","lessthan100K"
"CLM59075","lessthan100K"
"CLM59080","lessthan100K"
"CLM59084","lessthan100K"
"CLM59089","lessthan100K"
"CLM59090","lessthan100K"
"CLM59093","lessthan100K"
"CLM59094","lessthan100K"
"CLM59098","100K-lessthan200K"
"CLM59105","200KandAbove"
"CLM59109","lessthan100K"
"CLM59112","lessthan100K"
"CLM59113","200KandAbove"
"CLM59117","lessthan100K"
"CLM59118","lessthan100K"
"CLM59122","lessthan100K"
"CLM59128","200KandAbove"
"CLM59131","200KandAbove"
"CLM59136","100K-lessthan200K"
"CLM59146","lessthan100K"
"CLM59152","100K-lessthan200K"
"CLM59155","100K-lessthan200K"
"CLM59157","100K-lessthan200K"
"CLM59163","200KandAbove"
"CLM59167","200KandAbove"
"CLM59169","lessthan100K"
"CLM59170","lessthan100K"
"CLM59173","lessthan100K"
"CLM59176","lessthan100K"
"CLM59184","lessthan100K"
"CLM59185","lessthan100K"
"CLM59187","lessthan100K"
"CLM59190","lessthan100K"
"CLM59192","lessthan100K"
"CLM59198","lessthan100K"
"CLM59199","lessthan100K"
"CLM59205","lessthan100K"
"CLM59217","100K-lessthan200K"
"CLM59228","200KandAbove"
"CLM59239","lessthan100K"
"CLM59240","lessthan100K"
"CLM59242","lessthan100K"
"CLM59243","lessthan100K"
"CLM59247","lessthan100K"
"CLM59249","lessthan100K"
"CLM59254","lessthan100K"
"CLM59257","lessthan100K"
"CLM59261","200KandAbove"
"CLM59269","200KandAbove"
"CLM59270","lessthan100K"
"CLM59274","lessthan100K"
"CLM59277","lessthan100K"
"CLM59291","100K-lessthan200K"
"CLM59294","200KandAbove"
"CLM59302","lessthan100K"
"CLM59303","100K-lessthan200K"
"CLM59304","200KandAbove"
"CLM59306","lessthan100K"
"CLM59312","lessthan100K"
"CLM59313","100K-lessthan200K"
"CLM59317","100K-lessthan200K"
"CLM59327","lessthan100K"
"CLM59331","lessthan100K"
"CLM59344","lessthan100K"
"CLM59350","lessthan100K"
"CLM59352","lessthan100K"
"CLM59355","lessthan100K"
"CLM59358","lessthan100K"
"CLM59361","100K-lessthan200K"
"CLM59363","200KandAbove"
"CLM59364","200KandAbove"
"CLM59366","100K-lessthan200K"
"CLM59371","100K-lessthan200K"
"CLM59379","lessthan100K"
"CLM59385","lessthan100K"
"CLM59386","lessthan100K"
"CLM59388","lessthan100K"
"CLM59389","200KandAbove"
"CLM59392","lessthan100K"
"CLM59393","lessthan100K"
"CLM59399","100K-lessthan200K"
"CLM59406","lessthan100K"
"CLM59412","lessthan100K"
"CLM59413","200KandAbove"
"CLM59419","lessthan100K"
"CLM59420","lessthan100K"
"CLM59421","lessthan100K"
"CLM59426","200KandAbove"
"CLM59432","lessthan100K"
"CLM59433","200KandAbove"
"CLM59439","lessthan100K"
"CLM59440","100K-lessthan200K"
"CLM59442","lessthan100K"
"CLM59444","100K-lessthan200K"
"CLM59445","200KandAbove"
"CLM59450","200KandAbove"
"CLM59451","lessthan100K"
"CLM59454","lessthan100K"
"CLM59460","lessthan100K"
"CLM59468","100K-lessthan200K"
"CLM59479","lessthan100K"
"CLM59483","200KandAbove"
"CLM59488","lessthan100K"
"CLM59489","lessthan100K"
"CLM59493","lessthan100K"
"CLM59501","200KandAbove"
"CLM59519","lessthan100K"
"CLM59522","200KandAbove"
"CLM59523","lessthan100K"
"CLM59524","lessthan100K"
"CLM59530","lessthan100K"
"CLM59536","200KandAbove"
"CLM59539","lessthan100K"
"CLM59540","lessthan100K"
"CLM59541","lessthan100K"
"CLM59542","lessthan100K"
"CLM59547","lessthan100K"
"CLM59548","lessthan100K"
"CLM59551","lessthan100K"
"CLM59553","200KandAbove"
"CLM59557","lessthan100K"
"CLM59558","lessthan100K"
"CLM59563","lessthan100K"
"CLM59564","lessthan100K"
"CLM59567","lessthan100K"
"CLM59568","lessthan100K"
"CLM59570","lessthan100K"
"CLM59574","lessthan100K"
"CLM59576","lessthan100K"
"CLM59578","100K-lessthan200K"
"CLM59580","lessthan100K"
"CLM59582","lessthan100K"
"CLM59584","lessthan100K"
"CLM59586","lessthan100K"
"CLM59592","200KandAbove"
"CLM59594","lessthan100K"
"CLM59596","lessthan100K"
"CLM59600","lessthan100K"
"CLM59603","lessthan100K"
"CLM59607","lessthan100K"
"CLM59608","lessthan100K"
"CLM59611","lessthan100K"
"CLM59612","lessthan100K"
"CLM59621","lessthan100K"
"CLM59625","lessthan100K"
"CLM59632","100K-lessthan200K"
"CLM59636","lessthan100K"
"CLM59638","lessthan100K"
"CLM59643","lessthan100K"
"CLM59646","lessthan100K"
"CLM59650","lessthan100K"
"CLM59652","lessthan100K"
"CLM59656","lessthan100K"
"CLM59662","lessthan100K"
"CLM59663","lessthan100K"
"CLM59666","100K-lessthan200K"
"CLM59675","lessthan100K"
"CLM59676","lessthan100K"
"CLM59677","lessthan100K"
"CLM59680","lessthan100K"
"CLM59683","200KandAbove"
"CLM59688","100K-lessthan200K"
"CLM59690","lessthan100K"
"CLM59692","200KandAbove"
"CLM59699","lessthan100K"
"CLM59703","lessthan100K"
"CLM59708","lessthan100K"
"CLM59718","200KandAbove"
"CLM59722","100K-lessthan200K"
"CLM59726","lessthan100K"
"CLM59728","lessthan100K"
"CLM59729","lessthan100K"
"CLM59732","lessthan100K"
"CLM59734","lessthan100K"
"CLM59735","lessthan100K"
"CLM59736","100K-lessthan200K"
"CLM59738","200KandAbove"
"CLM59739","lessthan100K"
"CLM59745","lessthan100K"
"CLM59755","lessthan100K"
"CLM59756","lessthan100K"
"CLM59757","lessthan100K"
"CLM59758","lessthan100K"
"CLM59759","100K-lessthan200K"
"CLM59761","200KandAbove"
"CLM59763","lessthan100K"
"CLM59765","lessthan100K"
"CLM59766","lessthan100K"
"CLM59779","lessthan100K"
"CLM59780","lessthan100K"
"CLM59781","lessthan100K"
"CLM59796","200KandAbove"
"CLM59798","100K-lessthan200K"
"CLM59799","100K-lessthan200K"
"CLM59805","lessthan100K"
"CLM59809","lessthan100K"
"CLM59817","lessthan100K"
"CLM59825","200KandAbove"
"CLM59830","200KandAbove"
"CLM59834","lessthan100K"
"CLM59835","lessthan100K"
"CLM59844","200KandAbove"
"CLM59847","100K-lessthan200K"
"CLM59848","lessthan100K"
"CLM59855","lessthan100K"
"CLM59880","100K-lessthan200K"
"CLM59883","100K-lessthan200K"
"CLM59885","lessthan100K"
"CLM59895","lessthan100K"
"CLM59901","lessthan100K"
"CLM59907","lessthan100K"
"CLM59915","lessthan100K"
"CLM59916","lessthan100K"
"CLM59917","200KandAbove"
"CLM59921","lessthan100K"
"CLM59923","lessthan100K"
"CLM59926","lessthan100K"
"CLM59931","lessthan100K"
"CLM59933","100K-lessthan200K"
"CLM59935","lessthan100K"
"CLM59937","lessthan100K"
"CLM59942","lessthan100K"
"CLM59957","lessthan100K"
"CLM59962","100K-lessthan200K"
"CLM59973","200KandAbove"
"CLM59976","lessthan100K"
"CLM59979","lessthan100K"
"CLM59985","lessthan100K"
"CLM59995","200KandAbove"
"CLM60000","lessthan100K"
"CLM60006","lessthan100K"
"CLM60007","100K-lessthan200K"
"CLM60008","lessthan100K"
"CLM60022","lessthan100K"
"CLM60024","lessthan100K"
"CLM60030","lessthan100K"
"CLM60032","lessthan100K"
"CLM60037","lessthan100K"
"CLM60043","200KandAbove"
"CLM60060","200KandAbove"
"CLM60061","lessthan100K"
"CLM60064","lessthan100K"
"CLM60072","lessthan100K"
"CLM60076","200KandAbove"
"CLM60079","lessthan100K"
"CLM60081","200KandAbove"
"CLM60086","lessthan100K"
"CLM60088","lessthan100K"
"CLM60091","lessthan100K"
"CLM60092","lessthan100K"
"CLM60094","lessthan100K"
"CLM60107","lessthan100K"
"CLM60111","lessthan100K"
"CLM60115","100K-lessthan200K"
"CLM60117","lessthan100K"
"CLM60133","100K-lessthan200K"
"CLM60136","100K-lessthan200K"
"CLM60139","lessthan100K"
"CLM60141","lessthan100K"
"CLM60143","lessthan100K"
"CLM60146","200KandAbove"
"CLM60152","lessthan100K"
"CLM60165","lessthan100K"
"CLM60169","lessthan100K"
"CLM60171","200KandAbove"
"CLM60175","200KandAbove"
"CLM60176","200KandAbove"
"CLM60180","lessthan100K"
"CLM60182","lessthan100K"
"CLM60184","100K-lessthan200K"
"CLM60190","lessthan100K"
"CLM60191","lessthan100K"
"CLM60200","lessthan100K"
"CLM60204","100K-lessthan200K"
"CLM60212","lessthan100K"
"CLM60213","lessthan100K"
"CLM60215","lessthan100K"
"CLM60216","200KandAbove"
"CLM60217","lessthan100K"
"CLM60220","lessthan100K"
"CLM60224","100K-lessthan200K"
"CLM60225","lessthan100K"
"CLM60230","200KandAbove"
"CLM60231","lessthan100K"
"CLM60234","200KandAbove"
"CLM60235","lessthan100K"
"CLM60237","200KandAbove"
"CLM60238","lessthan100K"
"CLM60239","lessthan100K"
"CLM60240","lessthan100K"
"CLM60242","100K-lessthan200K"
"CLM60247","100K-lessthan200K"
"CLM60249","lessthan100K"
"CLM60252","lessthan100K"
"CLM60256","100K-lessthan200K"
"CLM60261","lessthan100K"
"CLM60269","lessthan100K"
"CLM60270","lessthan100K"
"CLM60274","lessthan100K"
"CLM60284","lessthan100K"
"CLM60285","lessthan100K"
"CLM60286","lessthan100K"
"CLM60288","lessthan100K"
"CLM60294","lessthan100K"
"CLM60299","200KandAbove"
"CLM60301","lessthan100K"
"CLM60314","100K-lessthan200K"
"CLM60315","lessthan100K"
"CLM60320","100K-lessthan200K"
"CLM60321","lessthan100K"
"CLM60327","lessthan100K"
"CLM60332","lessthan100K"
"CLM60334","200KandAbove"
"CLM60342","lessthan100K"
"CLM60353","lessthan100K"
"CLM60355","lessthan100K"
"CLM60357","lessthan100K"
"CLM60360","lessthan100K"
"CLM60364","100K-lessthan200K"
"CLM60366","200KandAbove"
"CLM60368","lessthan100K"
"CLM60371","100K-lessthan200K"
"CLM60374","lessthan100K"
"CLM60375","lessthan100K"
"CLM60376","100K-lessthan200K"
"CLM60378","lessthan100K"
"CLM60381","200KandAbove"
"CLM60388","100K-lessthan200K"
"CLM60390","200KandAbove"
"CLM60392","lessthan100K"
"CLM60395","lessthan100K"
"CLM60404","lessthan100K"
"CLM60409","100K-lessthan200K"
"CLM60411","lessthan100K"
"CLM60412","lessthan100K"
"CLM60417","100K-lessthan200K"
"CLM60420","200KandAbove"
"CLM60424","lessthan100K"
"CLM60425","200KandAbove"
"CLM60429","lessthan100K"
"CLM60430","200KandAbove"
"CLM60431","lessthan100K"
"CLM60433","lessthan100K"
"CLM60439","lessthan100K"
"CLM60440","lessthan100K"
"CLM60451","lessthan100K"
"CLM60453","lessthan100K"
"CLM60454","lessthan100K"
"CLM60459","lessthan100K"
"CLM60463","lessthan100K"
"CLM60464","lessthan100K"
"CLM60465","lessthan100K"
"CLM60466","100K-lessthan200K"
"CLM60473","lessthan100K"
"CLM60475","lessthan100K"
"CLM60478","lessthan100K"
"CLM60484","100K-lessthan200K"
"CLM60487","lessthan100K"
"CLM60488","lessthan100K"
"CLM60490","lessthan100K"
"CLM60493","lessthan100K"
"CLM60497","lessthan100K"
"CLM60498","200KandAbove"
"CLM60504","lessthan100K"
"CLM60507","lessthan100K"
"CLM60508","200KandAbove"
"CLM60510","lessthan100K"
"CLM60512","lessthan100K"
"CLM60520","lessthan100K"
"CLM60524","100K-lessthan200K"
"CLM60526","lessthan100K"
"CLM60530","lessthan100K"
"CLM60532","100K-lessthan200K"
"CLM60541","100K-lessthan200K"
"CLM60542","200KandAbove"
"CLM60552","200KandAbove"
"CLM60565","lessthan100K"
"CLM60571","lessthan100K"
"CLM60573","lessthan100K"
"CLM60577","200KandAbove"
"CLM60579","lessthan100K"
"CLM60587","200KandAbove"
"CLM60594","lessthan100K"
"CLM60598","200KandAbove"
"CLM60604","lessthan100K"
"CLM60607","lessthan100K"
"CLM60614","lessthan100K"
"CLM60617","lessthan100K"
"CLM60632","100K-lessthan200K"
"CLM60633","lessthan100K"
"CLM60636","lessthan100K"
"CLM60641","200KandAbove"
"CLM60644","lessthan100K"
"CLM60654","lessthan100K"
"CLM60656","100K-lessthan200K"
"CLM60659","200KandAbove"
"CLM60662","lessthan100K"
"CLM60666","100K-lessthan200K"
"CLM60668","lessthan100K"
"CLM60669","100K-lessthan200K"
"CLM60682","lessthan100K"
"CLM60685","100K-lessthan200K"
"CLM60687","lessthan100K"
"CLM60692","200KandAbove"
"CLM60693","lessthan100K"
"CLM60694","lessthan100K"
"CLM60698","lessthan100K"
"CLM60706","lessthan100K"
"CLM60709","100K-lessthan200K"
"CLM60710","lessthan100K"
"CLM60711","lessthan100K"
"CLM60716","200KandAbove"
"CLM60722","200KandAbove"
"CLM60724","lessthan100K"
"CLM60729","lessthan100K"
"CLM60732","lessthan100K"
"CLM60737","200KandAbove"
"CLM60744","lessthan100K"
"CLM60749","100K-lessthan200K"
"CLM60754","200KandAbove"
"CLM60755","lessthan100K"
"CLM60757","lessthan100K"
"CLM60766","100K-lessthan200K"
"CLM60782","lessthan100K"
"CLM60788","200KandAbove"
"CLM60789","lessthan100K"
"CLM60795","lessthan100K"
"CLM60797","lessthan100K"
"CLM60799","200KandAbove"
"CLM60800","lessthan100K"
"CLM60803","200KandAbove"
"CLM60804","lessthan100K"
"CLM60807","lessthan100K"
"CLM60810","lessthan100K"
"CLM60820","lessthan100K"
"CLM60824","lessthan100K"
"CLM60833","lessthan100K"
"CLM60835","lessthan100K"
"CLM60841","lessthan100K"
"CLM60842","100K-lessthan200K"
"CLM60843","lessthan100K"
"CLM60844","lessthan100K"
"CLM60856","200KandAbove"
"CLM60857","lessthan100K"
"CLM60858","200KandAbove"
"CLM60862","100K-lessthan200K"
"CLM60871","lessthan100K"
"CLM60876","200KandAbove"
"CLM60879","lessthan100K"
"CLM60885","200KandAbove"
"CLM60888","200KandAbove"
"CLM60889","lessthan100K"
"CLM60894","lessthan100K"
"CLM60897","lessthan100K"
"CLM60899","100K-lessthan200K"
"CLM60905","lessthan100K"
"CLM60906","100K-lessthan200K"
"CLM60907","lessthan100K"
"CLM60908","lessthan100K"
"CLM60910","lessthan100K"
"CLM60915","lessthan100K"
"CLM60918","200KandAbove"
"CLM60919","lessthan100K"
"CLM60920","lessthan100K"
"CLM60928","100K-lessthan200K"
"CLM60929","lessthan100K"
"CLM60933","lessthan100K"
"CLM60944","lessthan100K"
"CLM60945","lessthan100K"
"CLM60949","lessthan100K"
"CLM60953","200KandAbove"
"CLM60959","lessthan100K"
"CLM60960","lessthan100K"
"CLM60963","lessthan100K"
"CLM60964","100K-lessthan200K"
"CLM60966","lessthan100K"
"CLM60974","lessthan100K"
"CLM60975","lessthan100K"
"CLM60977","lessthan100K"
"CLM60978","lessthan100K"
"CLM60983","lessthan100K"
"CLM60991","100K-lessthan200K"
"CLM60992","100K-lessthan200K"
"CLM60993","lessthan100K"
"CLM60994","lessthan100K"
"CLM61002","100K-lessthan200K"
"CLM61006","lessthan100K"
"CLM61011","lessthan100K"
"CLM61013","200KandAbove"
"CLM61014","lessthan100K"
"CLM61015","lessthan100K"
"CLM61016","100K-lessthan200K"
"CLM61017","lessthan100K"
"CLM61025","200KandAbove"
"CLM61029","lessthan100K"
"CLM61033","lessthan100K"
"CLM61037","200KandAbove"
"CLM61041","100K-lessthan200K"
"CLM61052","lessthan100K"
"CLM61053","lessthan100K"
"CLM61060","lessthan100K"
"CLM61066","lessthan100K"
"CLM61070","200KandAbove"
"CLM61071","100K-lessthan200K"
"CLM61072","lessthan100K"
"CLM61082","200KandAbove"
"CLM61083","200KandAbove"
"CLM61087","lessthan100K"
"CLM61089","lessthan100K"
"CLM61093","lessthan100K"
"CLM61103","lessthan100K"
"CLM61105","lessthan100K"
"CLM61111","lessthan100K"
"CLM61112","lessthan100K"
"CLM61113","lessthan100K"
"CLM61115","lessthan100K"
"CLM61117","lessthan100K"
"CLM61123","lessthan100K"
"CLM61124","lessthan100K"
"CLM61125","lessthan100K"
"CLM61128","lessthan100K"
"CLM61129","lessthan100K"
"CLM61134","200KandAbove"
"CLM61157","100K-lessthan200K"
"CLM61162","100K-lessthan200K"
"CLM61164","lessthan100K"
"CLM61167","lessthan100K"
"CLM61169","200KandAbove"
"CLM61174","lessthan100K"
"CLM61179","100K-lessthan200K"
"CLM61182","lessthan100K"
"CLM61186","lessthan100K"
"CLM61201","lessthan100K"
"CLM61204","lessthan100K"
"CLM61217","lessthan100K"
"CLM61222","lessthan100K"
"CLM61225","lessthan100K"
"CLM61226","lessthan100K"
"CLM61227","lessthan100K"
"CLM61229","lessthan100K"
"CLM61231","lessthan100K"
"CLM61240","200KandAbove"
"CLM61243","lessthan100K"
"CLM61244","lessthan100K"
"CLM61249","lessthan100K"
"CLM61255","lessthan100K"
"CLM61266","200KandAbove"
"CLM61270","100K-lessthan200K"
"CLM61275","100K-lessthan200K"
"CLM61277","100K-lessthan200K"
"CLM61279","100K-lessthan200K"
"CLM61283","200KandAbove"
"CLM61289","200KandAbove"
"CLM61290","lessthan100K"
"CLM61291","100K-lessthan200K"
"CLM61292","lessthan100K"
"CLM61293","lessthan100K"
"CLM61299","lessthan100K"
"CLM61300","lessthan100K"
"CLM61301","lessthan100K"
"CLM61302","200KandAbove"
"CLM61306","lessthan100K"
"CLM61307","lessthan100K"
"CLM61309","lessthan100K"
"CLM61314","200KandAbove"
"CLM61315","lessthan100K"
"CLM61317","lessthan100K"
"CLM61319","100K-lessthan200K"
"CLM61328","lessthan100K"
"CLM61331","200KandAbove"
"CLM61339","lessthan100K"
"CLM61344","lessthan100K"
"CLM61345","lessthan100K"
"CLM61353","lessthan100K"
"CLM61354","lessthan100K"
"CLM61357","200KandAbove"
"CLM61361","lessthan100K"
"CLM61364","200KandAbove"
"CLM61365","lessthan100K"
"CLM61370","200KandAbove"
"CLM61378","100K-lessthan200K"
"CLM61380","lessthan100K"
"CLM61386","lessthan100K"
"CLM61392","lessthan100K"
"CLM61401","100K-lessthan200K"
"CLM61405","lessthan100K"
"CLM61406","lessthan100K"
"CLM61410","lessthan100K"
"CLM61423","lessthan100K"
"CLM61424","lessthan100K"
"CLM61426","lessthan100K"
"CLM61427","lessthan100K"
"CLM61436","lessthan100K"
"CLM61441","lessthan100K"
"CLM61457","lessthan100K"
"CLM61460","lessthan100K"
"CLM61464","lessthan100K"
"CLM61467","lessthan100K"
"CLM61473","lessthan100K"
"CLM61474","lessthan100K"
"CLM61477","lessthan100K"
"CLM61480","200KandAbove"
"CLM61482","lessthan100K"
"CLM61483","lessthan100K"
"CLM61485","lessthan100K"
"CLM61488","lessthan100K"
"CLM61489","lessthan100K"
"CLM61495","lessthan100K"
"CLM61499","lessthan100K"
"CLM61507","200KandAbove"
"CLM61508","100K-lessthan200K"
"CLM61511","100K-lessthan200K"
"CLM61514","200KandAbove"
"CLM61516","lessthan100K"
"CLM61524","lessthan100K"
"CLM61528","200KandAbove"
"CLM61531","100K-lessthan200K"
"CLM61534","lessthan100K"
"CLM61535","lessthan100K"
"CLM61544","lessthan100K"
"CLM61548","lessthan100K"
"CLM61549","lessthan100K"
"CLM61561","lessthan100K"
"CLM61563","lessthan100K"
"CLM61564","lessthan100K"
"CLM61566","200KandAbove"
"CLM61570","lessthan100K"
"CLM61575","lessthan100K"
"CLM61579","lessthan100K"
"CLM61588","lessthan100K"
"CLM61590","lessthan100K"
"CLM61592","lessthan100K"
"CLM61600","lessthan100K"
"CLM61601","lessthan100K"
"CLM61602","lessthan100K"
"CLM61607","lessthan100K"
"CLM61618","lessthan100K"
"CLM61620","lessthan100K"
"CLM61634","lessthan100K"
"CLM61636","lessthan100K"
"CLM61638","200KandAbove"
"CLM61646","lessthan100K"
"CLM61647","lessthan100K"
"CLM61652","200KandAbove"
"CLM61654","lessthan100K"
"CLM61656","lessthan100K"
"CLM61664","lessthan100K"
"CLM61671","lessthan100K"
"CLM61673","lessthan100K"
"CLM61675","100K-lessthan200K"
"CLM61676","lessthan100K"
"CLM61687","lessthan100K"
"CLM61695","100K-lessthan200K"
"CLM61696","100K-lessthan200K"
"CLM61698","lessthan100K"
"CLM61703","lessthan100K"
"CLM61705","100K-lessthan200K"
"CLM61711","lessthan100K"
"CLM61714","lessthan100K"
"CLM61724","200KandAbove"
"CLM61729","100K-lessthan200K"
"CLM61733","100K-lessthan200K"
"CLM61735","lessthan100K"
"CLM61742","200KandAbove"
"CLM61743","lessthan100K"
"CLM61749","lessthan100K"
"CLM61758","lessthan100K"
"CLM61762","lessthan100K"
"CLM61770","lessthan100K"
"CLM61773","lessthan100K"
"CLM61788","lessthan100K"
"CLM61789","100K-lessthan200K"
"CLM61790","lessthan100K"
"CLM61794","lessthan100K"
"CLM61797","200KandAbove"
"CLM61799","lessthan100K"
"CLM61801","100K-lessthan200K"
"CLM61809","100K-lessthan200K"
"CLM61810","lessthan100K"
"CLM61816","lessthan100K"
"CLM61818","200KandAbove"
"CLM61826","100K-lessthan200K"
"CLM61830","lessthan100K"
"CLM61831","lessthan100K"
"CLM61837","lessthan100K"
"CLM61838","lessthan100K"
"CLM61839","100K-lessthan200K"
"CLM61841","100K-lessthan200K"
"CLM61845","200KandAbove"
"CLM61848","100K-lessthan200K"
"CLM61853","lessthan100K"
"CLM61856","lessthan100K"
"CLM61862","lessthan100K"
"CLM61864","lessthan100K"
"CLM61866","lessthan100K"
"CLM61877","lessthan100K"
"CLM61880","100K-lessthan200K"
"CLM61889","200KandAbove"
"CLM61895","lessthan100K"
"CLM61904","lessthan100K"
"CLM61905","lessthan100K"
"CLM61911","200KandAbove"
"CLM61920","lessthan100K"
"CLM61923","200KandAbove"
"CLM61927","lessthan100K"
"CLM61931","lessthan100K"
"CLM61932","lessthan100K"
"CLM61937","lessthan100K"
"CLM61942","lessthan100K"
"CLM61943","lessthan100K"
"CLM61947","lessthan100K"
"CLM61948","100K-lessthan200K"
"CLM61950","lessthan100K"
"CLM61951","lessthan100K"
"CLM61952","200KandAbove"
"CLM61955","100K-lessthan200K"
"CLM61959","lessthan100K"
"CLM61960","lessthan100K"
"CLM61963","lessthan100K"
"CLM61964","lessthan100K"
"CLM61965","lessthan100K"
"CLM61966","200KandAbove"
"CLM61970","lessthan100K"
"CLM61978","lessthan100K"
"CLM61979","lessthan100K"
"CLM61983","100K-lessthan200K"
"CLM61984","lessthan100K"
"CLM61985","lessthan100K"
"CLM61986","200KandAbove"
"CLM61988","200KandAbove"
"CLM61989","lessthan100K"
"CLM61993","lessthan100K"
"CLM61998","200KandAbove"
"CLM61999","lessthan100K"
"CLM62002","lessthan100K"
"CLM62009","lessthan100K"
"CLM62017","lessthan100K"
"CLM62019","lessthan100K"
"CLM62020","100K-lessthan200K"
"CLM62028","lessthan100K"
