"fLength","fWidth","fSize","fConc","fConc1","fAsym","fM3Long","fM3Trans","fAlpha","fDist","class"
88.7948,41.5287,3.7945,0.1804,0.0917,45.624,-50.2002,23.4388,1.288,373.941,1
62.9301,21.2148,3.2015,0.2201,0.1204,8.0752,28.6155,-2.9876,10.598,252.088,1
40.7123,23.1087,3.0374,0.2734,0.1803,24.955,27.1432,16.2558,16.5465,130.289,1
76.9668,21.0539,3.365,0.1696,0.0904,44.3216,71.1197,-9.3964,2.2043,200.034,1
19.8242,16.8392,2.4564,0.5105,0.3024,-6.067,-16.3832,-11.4396,49.456,89.3684,1
25.7552,23.1352,3.0953,0.3051,0.1867,-5.8437,-11.8352,17.1565,82.6024,70.0088,1
56.6471,23.4727,3.0654,0.3234,0.1708,-56.3223,40.8411,19.1479,8.8062,285.064,1
20.443,11.814,2.2945,0.6244,0.3376,9.6306,20.2117,-8.4187,8.711,198.71,1
60.0587,17.6117,2.7404,0.3164,0.1664,-44.1893,43.6811,-10.9394,4.862,286.406,1
15.4479,11.9997,2.5302,0.6401,0.326,-2.1268,4.528,3.4228,5.4134,154.563,1
55.1646,22.375,3.2629,0.185,0.0974,-7.9939,39.3279,-14.6791,1.7086,237.663,1
20.6018,12.8221,2.4273,0.4224,0.2112,16.2739,-4.2368,8.6716,74.837,68.8021,1
49.5629,27.5724,3.1614,0.229,0.1224,15.1029,35.1691,21.4097,4.158,271.967,1
37.7828,17.0539,2.6253,0.3436,0.1813,16.8376,29.6012,-10.3231,16.5441,227.715,1
67.5844,14.7835,2.7631,0.3934,0.1993,51.7179,66.5987,-8.2886,1.0325,159.286,1
20.0767,17.614,2.6238,0.4614,0.2961,-3.3615,-13.8349,15.7854,71.363,121.292,1
18.8069,16.4272,2.2355,0.5756,0.2994,-1.0363,-10.5534,16.8676,29.692,224.387,1
37.2863,13.0904,2.5283,0.3407,0.1763,-12.1772,-28.6591,1.984,9.941,218.436,1
31.7766,17.3408,2.5428,0.3553,0.1877,-26.038,-8.6966,-11.0265,7.7165,210.361,1
30.7493,13.7197,2.3865,0.3244,0.1663,12.7907,15.8683,-4.076,2.817,142.86,1
41.6183,21.03,2.6871,0.2898,0.1634,52.1226,-17.8683,11.412,0.8604,155.93,1
68.5377,21.7562,2.9731,0.2149,0.1229,60.3419,64.8438,-11.3324,15.494,186.18,1
18.1406,10.5832,2.1818,0.5789,0.3059,23.0806,9.7451,-4.4156,45.7654,146.202,1
20.7296,11.1599,2.3729,0.5975,0.3242,14.1091,18.5697,5.4079,44.263,80.0224,1
78.3004,17.2693,2.9408,0.3049,0.2023,70.5444,79.4725,-8.9468,8.1366,252.036,1
12.9574,11.0568,2.2162,0.7416,0.4529,14.1686,-7.0158,-8.2891,43.9589,148.238,1
20.0987,7.261,2.1287,0.7509,0.3903,-3.3363,10.7235,-5.3261,34.9882,242.244,1
38.3944,13.8512,2.8052,0.379,0.2529,-11.6699,11.945,9.9001,2.491,226.528,1
19.9761,7.328,2.1833,0.741,0.4033,2.3635,-9.3424,-5.238,19.965,165.975,1
44.8328,11.8428,2.6274,0.3679,0.204,28.8598,37.0115,-8.9649,6.682,183.42,1
30.5069,15.0884,2.6735,0.3775,0.1898,-51.915,25.4226,-13.5199,3.375,164.373,1
31.3983,10.5384,2.3701,0.4947,0.2665,40.8853,-11.7226,-6.5231,68.5256,123.051,1
57.0431,19.9269,3.3516,0.2007,0.1124,60.1126,43.7231,-9.1723,6.306,166.57,1
43.3717,34.225,3.3154,0.2036,0.1129,1.6245,29.3569,-28.7441,5.7268,110.342,1
26.4641,9.3851,2.3608,0.5272,0.2767,32.2853,18.7226,-5.9279,8.4593,136.367,1
24.3869,17.5422,2.7694,0.3367,0.1811,27.9233,18.324,6.7891,22.1766,228.483,1
30.9096,17.6984,2.7778,0.3253,0.171,17.9362,22.9527,-12.7614,10.519,178.36,1
38.8396,16.3343,2.5905,0.3979,0.2169,3.168,-26.0985,-17.5683,6.5413,220.271,1
58.1746,22.3844,3.1623,0.19,0.0967,43.1332,38.4787,13.1044,14.438,98.5945,1
25.7582,17.5717,2.4338,0.3831,0.2486,-3.0098,-23.9635,14.7484,29.836,176.886,1
23.6111,15.4813,2.633,0.3842,0.2154,12.2783,-2.1389,12.7073,84.8323,73.0494,1
18.6528,7.273,2.2135,0.8135,0.4618,-5.0858,9.7208,2.6196,42.5147,149.847,1
15.1849,12.0951,2.3962,0.6506,0.3353,-2.4163,3.6559,4.1743,49.197,197.166,1
22.5867,14.5376,2.317,0.4916,0.2964,-31.6634,16.1668,-4.383,48.751,244.633,1
21.081,7.1133,2.0846,0.6749,0.3416,0.2413,-4.9562,6.2181,61.098,216.558,1
21.8113,18.8585,2.5688,0.4211,0.2416,5.292,9.7393,9.7954,65.808,106.243,1
71.0768,22.736,3.2111,0.1888,0.0987,-81.5167,56.5905,-12.9656,5.2124,279.661,1
26.1952,9.555,2.3589,0.4945,0.256,-10.014,12.4124,6.4945,2.396,228.289,1
25.9034,12.1401,2.4564,0.4126,0.2325,34.8238,12.3815,-5.1151,34.0048,89.8237,1
52.1403,20.254,3.2234,0.1734,0.1019,7.3112,20.9483,5.5489,0.1304,163.027,1
27.9762,6.88,2.281,0.5602,0.3063,13.6467,-4.8238,3.9436,19.3344,159.712,1
75.2453,41.4855,3.8963,0.1003,0.0529,24.6965,64.9674,-31.7101,11.2356,173.953,1
23.9026,17.8605,2.4955,0.3834,0.1933,11.0952,18.7668,-17.4396,63.4582,132.013,1
21.9693,10.1512,2.3424,0.6227,0.3977,20.2552,20.192,-11.5115,5.762,200.756,1
19.446,9.6578,2.2625,0.6448,0.429,-5.1442,14.879,10.0496,58.609,216.976,1
29.6384,18.1643,2.7412,0.2795,0.1624,-3.4342,18.1431,-3.8934,16.691,108.785,1
17.2538,10.5402,2.4564,0.6748,0.3444,20.7148,10.6371,7.1082,2.559,124.563,1
42.6261,17.7666,2.8654,0.3695,0.2106,8.4107,13.8925,16.2289,9.162,248.62,1
34.9381,25.2295,3.1787,0.2353,0.1209,-19.4907,-15.3506,-17.6923,30.3355,98.2731,1
44.3695,16.8796,2.7271,0.2699,0.1396,57.5556,38.491,-14.2284,0.577,240.02,1
54.1757,30.0162,3.6714,0.2087,0.1107,22.9775,31.2252,-21.4603,47.73,42.5206,1
12.5216,11.9389,2.0394,0.6941,0.3607,-16.0524,8.9284,-10.3294,25.3912,193.64,1
109.193,54.252,4.2381,0.0818,0.0423,139.164,81.0734,36.2701,2.694,298.216,1
57.5229,18.3112,3.0183,0.3183,0.1826,34.6101,61.6557,8.7783,2.846,242.749,1
32.6727,13.6009,2.6853,0.3695,0.195,13.0708,23.6626,-6.6152,12.193,252.294,1
28.9082,16.0418,2.4378,0.3759,0.1916,-35.6466,-11.6054,-8.4404,18.845,220.545,1
27.5777,13.2467,2.5746,0.4447,0.2623,-13.3227,-8.8075,-5.4211,23.359,197.143,1
103.274,29.24,3.4659,0.1772,0.1165,-55.235,54.8179,-13.4292,5.2374,286.185,1
22.3317,6.5726,2.1599,0.7405,0.391,-24.9368,-9.4103,-6.7721,39.4854,101.62,1
81.7221,25.4673,3.4322,0.1867,0.097,26.3885,49.5452,-7.519,0.969,266.396,1
38.0247,14.7151,2.4921,0.4155,0.2142,12.2975,36.0229,-7.1059,29.1805,86.961,1
36.6353,19.0978,3.1561,0.3162,0.1916,-1.6013,-33.0153,-15.5762,8.007,157.739,1
17.5921,11.0217,2.2014,0.5409,0.2862,-0.6776,5.487,4.0467,9.4508,183.756,1
52.5594,16.3333,2.5826,0.3791,0.1922,31.917,-22.3346,10.7765,2.808,199.095,1
86.6511,27.9408,3.1097,0.195,0.1037,85.7096,86.7671,-16.7682,6.2315,271.191,1
19.9188,12.9088,2.4257,0.5178,0.272,-11.5023,-6.7813,5.8997,61.162,155.463,1
21.0205,7.0613,2.2753,0.7162,0.3793,23.6496,11.2215,6.1527,68.3044,69.1671,1
99.7911,34.2064,3.807,0.1435,0.0855,82.7882,95.4397,15.9097,4.3725,248.705,1
76.6071,38.925,3.77,0.1921,0.0981,14.4695,53.5394,-25.9534,3.7384,352.186,1
71.6335,25.712,3.1938,0.185,0.1098,-47.4908,43.553,6.8825,2.98,238.991,1
87.7847,22.4011,2.9829,0.2985,0.1586,-89.7125,-44.7121,-8.9452,2.0092,368.684,1
24.8616,12.2989,2.617,0.4324,0.221,34.5093,8.0585,9.0506,1.6899,93.9946,1
57.0682,24.5172,3.2718,0.2134,0.119,-57.7988,34.6134,-8.782,3.016,273.03,1
35.6033,12.9944,2.3253,0.4634,0.2388,-33.4441,-11.8136,8.1807,0.98,204.434,1
24.6529,12.0116,2.5977,0.4419,0.221,12.8817,-14.0811,7.596,5.5765,121.572,1
23.5773,15.7581,2.7093,0.4492,0.2334,2.4308,14.2133,-9.9121,36.7094,183.783,1
12.7261,11.6556,2.0473,0.7175,0.3812,15.4734,-7.7999,10.9133,63.531,121.872,1
42.1261,19.3337,2.6702,0.3141,0.1656,-17.763,-36.0252,10.8825,2.1978,39.2314,1
23.4616,14.3598,2.688,0.441,0.2862,1.8095,18.0847,9.0229,80.8486,193.354,1
26.6593,14.3903,2.5676,0.4384,0.2368,-21.7042,11.6823,1.5741,3.0264,145.392,1
113.586,39.6099,4.109,0.0904,0.0461,-16.338,88.906,22.17,0.347,321.642,1
17.3473,10.9895,2.248,0.5763,0.3418,0.6703,-4.9667,6.5144,77.3274,232.953,1
96.9122,33.1062,3.1444,0.1377,0.0692,101.674,93.4082,27.6784,20.674,157.337,1
35.0345,22.609,2.9897,0.2622,0.1572,31.16,22.7941,15.0592,10.7911,187.215,1
28.2481,17.8266,2.534,0.3743,0.1886,6.2037,22.5733,12.5798,5.219,165.14,1
63.5563,23.7963,2.6117,0.4108,0.2164,-57.9382,-39.3477,14.0222,4.7658,270.096,1
21.4607,9.8118,2.2923,0.5816,0.3444,-3.3335,15.4187,9.7332,11.8712,237.647,1
19.4824,7.1564,2.1688,0.8,0.4034,-5.9314,12.232,-4.1397,40.3317,120.492,1
19.1573,16.9044,2.3334,0.5568,0.3782,21.4123,8.3021,-11.2506,11.763,129.953,1
23.3631,10.5873,2.3589,0.5514,0.361,6.5676,18.8817,8.5463,3.5191,216.965,1
18.1863,10.1711,2.3747,0.692,0.4494,-6.3332,14.6129,7.7438,0.4967,231.701,1
64.0853,22.7464,2.8439,0.3754,0.197,-22.1371,20.8948,-22.658,3.2072,338.012,1
17.0645,11.2136,2.238,0.5665,0.3266,1.3301,-6.1239,-5.892,16.962,163.767,1
22.8714,11.9148,2.6274,0.4835,0.2583,5.2125,9.0049,6.5428,51.324,153.837,1
19.1447,16.7617,2.5172,0.4438,0.2295,5.6604,-10.0808,11.5903,24.6315,165.353,1
58.136,21.855,3.1388,0.1947,0.105,4.7657,49.4716,-16.8216,15.462,218.522,1
38.3439,26.84,3.1538,0.2365,0.1358,18.9742,31.7326,15.0117,11.7617,118.089,1
24.361,8.5251,2.4273,0.6056,0.4355,11.5483,13.4705,3.6768,27.0267,149.495,1
51.0942,10.927,2.7653,0.388,0.2,26.8045,45.4515,8.6927,11.6,220.749,1
22.9939,16.6018,2.6889,0.4483,0.2446,24.6365,-16.5169,13.453,50.697,30.6356,1
67.4012,21.5689,3.2579,0.2645,0.1394,-49.7262,54.2919,18.4979,2.729,291.714,1
72.2557,28.5978,3.4878,0.1291,0.0672,29.6208,67.3172,-15.0788,5.466,184.514,1
44.6393,29.6229,3.1989,0.2897,0.1679,22.4119,47.0557,-18.6717,0.0056,126.288,1
25.5998,12.9419,2.4232,0.4528,0.2736,3.5181,20.2538,8.3724,62.509,151.831,1
104.392,33.5754,3.9723,0.1233,0.0735,-36.193,72.151,22.965,1.7384,293.371,1
19.4673,16.8653,2.5198,0.4471,0.2492,-13.5088,-8.5647,-13.5762,24.663,201.263,1
39.1154,23.9109,3.1608,0.2238,0.1233,12.9861,30.101,13.9471,4.253,118.89,1
70.3028,26.3295,2.9566,0.2044,0.1033,66.2029,41.2638,-9.7278,6.0446,222.422,1
51.3827,21.0491,2.9526,0.2733,0.1478,-3.3363,63.6913,-9.6173,15.231,127.817,1
29.3567,16.4765,2.7796,0.4037,0.2301,17.4037,20.8865,-12.5669,7.9947,213.202,1
31.7382,20.1194,2.7683,0.2728,0.1458,4.998,-21.1864,-6.2826,1.1811,230.518,1
128.256,46.3484,4.0138,0.0923,0.0479,-108.93,102.411,20.2247,3.208,231.841,1
22.1208,10.4853,2.2095,0.5741,0.3302,22.1506,19.2172,-10.9631,63.6052,159.272,1
26.5139,16.6063,2.8808,0.3658,0.2349,-5.6836,-16.5808,-10.8799,7.5418,175.096,1
20.0536,10.6015,2.301,0.62,0.3525,-6.1269,16.7265,-7.8548,83.4683,231.201,1
33.9152,20.7406,2.7803,0.3831,0.233,14.7447,18.8509,12.6363,5.7317,221.579,1
29.1455,19.3243,2.7864,0.35,0.2134,19.3959,13.5245,11.0887,7.2306,178.453,1
60.0764,23.4297,2.9004,0.2591,0.1352,29.2145,62.6384,-15.5864,20.6356,242.762,1
87.0127,30.2997,3.3364,0.1576,0.0873,51.4855,71.4963,-25.0331,1.9882,248.285,1
109.433,44.3273,4.2697,0.0837,0.0426,59.9255,81.627,30.0729,4.4983,292.97,1
36.3001,17.3016,2.5058,0.3931,0.2387,44.1898,22.3053,13.989,0.2726,134.061,1
19.6828,9.7787,2.2227,0.5748,0.3024,-25.2028,-7.2392,2.2394,42.4886,177.298,1
29.4658,19.639,2.9934,0.3503,0.1873,-4.3524,17.6604,-2.6286,0.2353,211.719,1
18.0774,7.3589,2.2393,0.8127,0.5043,-3.7839,6.9754,-3.9507,56.6874,162.468,1
19.07,15.388,2.4526,0.5044,0.3122,4.2803,-16.4114,8.2747,63.687,169.363,1
25.2665,16.0019,2.7627,0.4059,0.2219,13.888,16.2329,12.4971,12.104,106.048,1
48.433,22.5407,3.234,0.1949,0.1018,24.0228,38.4746,12.6011,1.452,220.406,1
74.4627,24.6191,3.3424,0.2036,0.107,83.9407,53.0684,-15.988,4.1034,233.046,1
34.9246,19.108,2.9562,0.2754,0.1455,31.7698,26.9575,-13.8399,12.5959,198.183,1
38.7514,22.2191,3.1933,0.2666,0.1612,8.7684,38.9052,-10.5884,13.5898,113.666,1
33.659,6.9885,2.5605,0.5722,0.2957,39.9513,23.8032,-6.091,5.222,170.009,1
45.7859,16.7623,2.7466,0.2366,0.1228,-1.3927,31.8625,-10.4617,19.482,141.214,1
80.1855,15.8671,2.752,0.269,0.1372,81.0217,67.3827,-11.3558,0.487,189.187,1
73.0436,28.8003,3.6143,0.1172,0.0633,42.1409,60.5361,16.2279,1.611,223.916,1
91.734,22.198,2.8782,0.3084,0.1674,-89.4617,55.9949,-9.8994,2.652,332.255,1
39.4355,15.9327,2.6977,0.3109,0.1595,-7.0642,9.5358,-8.3829,24.302,179.261,1
21.2481,9.4189,2.3263,0.684,0.4175,-19.5912,-19.5563,-11.4876,32.321,141.393,1
38.9232,12.2752,2.6522,0.3875,0.1971,23.1014,13.515,-9.8795,22.7058,157.608,1
39.9551,22.8866,3.2417,0.2459,0.1505,13.6739,23.7879,8.4608,7.511,134.214,1
22.2656,12.6644,2.4273,0.4972,0.2785,-27.1258,-12.5339,9.363,28.109,179.733,1
47.2951,17.9388,3.0137,0.251,0.141,34.6036,39.9174,-9.2887,9.3398,230.833,1
82.0557,31.9178,3.4785,0.2785,0.1739,27.188,39.5205,17.7326,2.2334,367.051,1
17.9896,10.5798,2.42,0.6008,0.3175,22.4373,10.2655,5.0396,51.0538,116.016,1
71.2506,26.7584,3.8233,0.1555,0.0785,-0.6803,57.9574,-13.2398,1.5906,244.675,1
56.3236,17.9149,2.9829,0.2319,0.1232,53.7194,42.196,-9.8077,0.189,263.612,1
21.0946,11.0735,2.3424,0.6,0.3477,19.9532,19.9229,-10.977,10.9249,148.034,1
12.6588,11.7625,2.0107,0.7122,0.3561,14.9997,0.5949,-11.5117,84.7568,164.049,1
27.3752,20.817,2.9393,0.2956,0.1558,31.4115,19.7221,9.9661,7.598,60.4153,1
28.9061,13.2796,2.527,0.4577,0.2808,-13.1491,-16.8158,9.4613,6.021,169.915,1
12.9213,11.3547,2.2266,0.7418,0.3887,-15.0346,5.4948,-11.5982,84.1468,71.2371,1
41.67,18.7448,2.9012,0.295,0.1488,9.9005,-24.4399,11.6649,4.758,192.377,1
17.5918,10.6484,2.3729,0.6229,0.3369,-21.2632,-10.8721,5.2913,20.982,225.741,1
103.021,14.6418,2.8142,0.3819,0.1956,77.4776,96.5723,9.2953,19.43,277.16,1
31.1421,14.2196,2.5527,0.4818,0.3123,27.675,27.6859,-10.4981,3.7348,135.04,1
55.732,14.3207,2.6994,0.4456,0.3167,10.9849,47.0535,8.8235,3.4037,220.98,1
22.6483,0.0056,2.2,0.8139,0.4574,21.8613,17.9032,0,0,111.861,1
78.4363,23.4979,3.5105,0.2473,0.1736,-52.3365,43.3518,-12.1062,0.26,288.838,1
17.7369,16.7818,2.6015,0.5131,0.2941,22.0583,6.1825,-11.7637,12.1313,206.941,1
50.42,22.455,2.9085,0.2877,0.1488,8.8663,41.6986,-16.0409,4.294,278.764,1
64.4096,22.5919,2.9162,0.2171,0.117,-49.8957,-37.2958,-12.6245,8.0335,156.887,1
23.3107,18.2154,2.5832,0.3603,0.1867,-11.1455,2.0355,-12.2648,2.761,67.2404,1
21.4822,6.9123,2.1383,0.6982,0.3891,23.8235,11.3333,-6.4328,13.7252,132.253,1
22.4591,0.0025,2.1833,0.7475,0.4361,1.7705,-10.2954,0,8.855,168.782,1
20.9214,12.7453,2.3627,0.4729,0.2451,27.4875,10.2574,-8.1419,1.19,146.967,1
28.3305,16.2755,2.9069,0.3581,0.2051,3.3218,10.1223,9.663,64.1446,58.3727,1
20.8971,12.415,2.4564,0.7448,0.3759,0.8771,17.4937,-8.7008,17.7354,178.928,1
44.3606,19.9812,3.0812,0.2124,0.1091,49.0002,35.5142,9.8992,3.7502,100.395,1
63.5841,24.0813,3.2086,0.2041,0.1067,0.3789,74.0868,8.1792,0.0608,182.771,1
29.5335,19.2236,2.608,0.3822,0.201,5.7901,13.4534,14.5651,66.7511,102.963,1
38.3797,19.6647,2.772,0.2705,0.1462,29.1015,27.1517,-16.278,8.548,196.298,1
53.5834,29.1608,3.5705,0.1608,0.081,33.9107,37.0731,-17.1899,15.8766,115.722,1
41.5697,15.2963,2.9479,0.407,0.2351,34.8428,35.7308,-6.2601,1.109,143.036,1
27.5376,7.3868,2.2122,0.589,0.3773,10.5537,11.2293,3.5026,9.1895,193.294,1
77.6007,23.2756,2.9795,0.2442,0.1232,13.1897,62.3527,-11.673,17.6219,245.082,1
30.3088,29.1463,3.083,0.2313,0.1161,21.4637,21.6181,-22.9576,34.5241,128.222,1
75.0843,19.3831,3.2955,0.234,0.1264,66.4779,64.2599,15.7327,1.2947,233.194,1
38.4841,10.1119,2.4594,0.4549,0.2552,42.9998,27.7518,8.239,11.9867,193.958,1
24.8322,9.1005,2.4921,0.5862,0.3494,-6.3235,-11.4506,-2.7892,4.5268,175.637,1
29.7465,11.671,2.3531,0.4967,0.3171,35.0728,13.8927,6.3463,25.441,192.77,1
23.5413,10.9386,2.4409,0.6558,0.3569,17.0285,18.9624,-6.908,34.667,188.074,1
73.0124,26.0763,3.5765,0.1639,0.0929,35.2631,71.2318,19.3129,8.1473,203.565,1
20.6824,7.2216,2.055,0.696,0.3656,-0.7822,7.0295,-5.9361,23.4492,140.246,1
64.4978,19.6105,3.1316,0.1721,0.0919,1.5001,42.9179,-12.3246,6.772,227.296,1
77.8954,32.4773,3.494,0.1667,0.0877,-56.6411,41.8189,-13.1392,5.47,285.277,1
53.1582,16.1254,2.9617,0.2425,0.1262,-4.5017,-39.7663,4.0484,16.39,178.782,1
43.3462,19.7439,2.8546,0.2362,0.1307,-83.7456,34.118,-11.9384,2.039,257.543,1
32.7548,20.0059,2.8558,0.3331,0.1735,4.8915,-31.9813,-11.4819,2.2496,221.213,1
12.6834,11.6968,2.1351,0.696,0.3919,15.7979,-9.6666,0.5806,53.022,112.656,1
109.713,27.9993,3.0436,0.2198,0.1199,88.4746,94.8216,-15.3061,2.929,276.164,1
85.2587,23.0311,3.2078,0.2089,0.1218,-86.2074,-66.0624,-11.8012,7.4381,245.221,1
25.4837,16.0308,2.6165,0.4111,0.243,-9.4206,-5.492,-9.5995,25.723,229.144,1
18.4261,10.3567,2.2304,0.6,0.3029,-23.5587,-9.3884,5.5536,37.882,236.636,1
69.769,25.3915,3.5462,0.1493,0.0758,22.9862,45.7923,5.0006,0.4249,230.527,1
29.4909,15.9736,2.3729,0.3814,0.214,19.0542,27.7684,8.4907,25.4027,134.164,1
31.1549,13.4921,2.7447,0.4428,0.2277,18.7514,22.0389,-9.3737,1.5067,205.165,1
37.9833,28.9765,3.5798,0.2066,0.107,22.162,25.5179,7.5286,14.486,102.869,1
23.2615,13.518,2.3294,0.4778,0.2553,22.0703,15.0383,-7.2072,44.127,106.503,1
22.0627,16.0658,2.5664,0.4532,0.2917,-4.284,-12.3548,-10.7005,12.0409,153.505,1
47.1228,13.6892,2.5993,0.3799,0.2201,43.32,21.3999,9.4046,13.464,129.532,1
100.534,42.8958,2.871,0.2194,0.1178,19.4933,50.5432,-39.0338,1.9948,286.301,1
56.7163,10.2833,2.6762,0.3646,0.1886,58.2021,31.828,-1.008,1.5847,162.155,1
20.0648,16.5941,2.6857,0.4309,0.232,29.6948,-12.0294,-12.2239,5.373,245.467,1
98.894,45.5173,3.9102,0.1345,0.0677,28.5925,55.4542,-26.9909,2.727,353.646,1
65.8896,19.1164,3.123,0.2546,0.1307,-43.8047,54.8014,13.4706,0.2752,296.428,1
43.7906,17.3936,2.7135,0.3114,0.1809,28.9941,37.4027,15.2006,3.101,238.182,1
26.5881,11.2723,2.5729,0.4679,0.3115,-5.83,-22.3864,10.8468,14.237,129.815,1
47.7033,16.7121,2.8119,0.2837,0.1534,86.468,-40.6027,7.298,2.9976,137.086,1
35.9534,31.5107,3.3495,0.2482,0.1241,20.624,33.4197,-7.8103,12.941,74.4644,1
21.4416,14.6663,2.4631,0.5473,0.2978,29.8471,-14.675,-7.4522,9.9314,196.476,1
28.769,12.8974,2.7181,0.3713,0.2115,-1.6653,16.7179,7.409,1.9751,208.336,1
24.1625,12.3853,2.5647,0.4932,0.2711,-17.673,-13.8215,9.4099,30.306,239.997,1
27.433,11.8012,2.3874,0.4016,0.2111,7.6437,20.8776,9.2076,2.1506,174.767,1
41.0274,19.2417,3.1433,0.2301,0.1355,-9.0591,-22.5224,9.471,11.5205,201.967,1
64.9481,35.2075,3.0757,0.1957,0.1004,-66.3145,41.6654,25.127,2.9623,315.02,1
44.8497,18.4744,2.9863,0.2054,0.1078,-15.6975,-15.9804,-4.3948,11.1617,181.296,1
26.6236,11.8438,2.5563,0.4194,0.2208,7.3868,17.682,11.307,5.2526,143.83,1
21.2876,11.4904,2.4771,0.6167,0.4117,-13.26,-20.5012,-8.1759,14.948,186.382,1
30.7392,19.9317,2.8254,0.2855,0.1502,-0.5503,-8.1904,14.3208,10.8862,160.306,1
52.7282,29.6996,3.2543,0.1269,0.0643,2.6595,26.0616,-11.0186,8.2437,134.18,1
147.899,28.1824,2.5664,0.3446,0.1832,135.703,78.6148,11.7142,11.8712,224.665,1
23.8607,10.392,2.3454,0.5192,0.2641,7.2276,16.8027,-6.3336,26.583,107.711,1
80.8223,27.3299,3.3308,0.2689,0.1632,-34.7264,-39.1719,-15.6433,1.29,294.867,1
24.9624,12.6705,2.5843,0.5286,0.3789,19.1893,11.4913,6.4666,8.131,127.428,1
21.7115,14.966,2.5966,0.4734,0.2823,-9.7678,-11.091,11.0411,64.9079,141.297,1
52.4878,15.4352,2.6749,0.3425,0.2125,46.3269,50.526,-10.9669,26.0436,233.078,1
42.0269,22.3989,2.8454,0.2541,0.1478,4.2789,-25.6141,-19.1254,2.4092,152.081,1
76.1978,30.4142,3.7005,0.1578,0.082,68.8437,69.5422,-21.0407,5.1838,224.977,1
28.5109,18.9033,2.7181,0.3005,0.1541,-8.6799,-18.7412,9.2831,9.4671,201.21,1
19.9306,12.88,2.2799,0.4987,0.3071,14.4848,13.6196,-2.5967,28.38,240.814,1
32.1863,15.9342,2.5966,0.4101,0.2165,-0.2451,19.1356,7.6402,4.803,130.957,1
41.8946,30.85,3.5714,0.1629,0.082,27.2532,31.829,-17.8155,33.757,109.631,1
64.0108,21.0758,3.0372,0.2634,0.1418,-45.5301,10.3277,11.2814,3.9371,296.344,1
31.3405,14.6515,2.433,0.4649,0.2528,41.2203,-10.4721,-9.8194,3.951,196.813,1
47.0827,34.0011,3.4933,0.1622,0.083,33.9112,32.8818,20.9267,2.4381,93.9152,1
21.3477,12.5351,2.3551,0.4415,0.2274,-29.0599,-7.3783,10.13,2.7625,196.938,1
67.9416,20.7854,3.2718,0.2305,0.1297,24.1413,71.6144,-13.9615,5.617,240.427,1
45.2961,15.706,2.6459,0.3096,0.1616,46.9584,35.5583,-8.8174,16.594,116.39,1
20.4846,12.2888,2.4158,0.4837,0.2514,0.0812,9.8383,8.4655,25.044,141.543,1
24.6782,16.2731,2.4713,0.4628,0.2348,-3.1246,-17.6851,-10.7617,74.264,143.023,1
26.2873,11.4751,2.4057,0.5422,0.2809,1.0535,21.562,-10.3089,14.527,212.938,1
20.6072,12.7755,2.3589,0.4464,0.2254,-18.7444,1.3942,-7.2491,55.9097,188.985,1
74.6747,28.4448,3.4853,0.2591,0.1369,5.2521,44.7523,-22.4372,2.829,335.948,1
60.2595,26.2359,3.4751,0.1309,0.0678,20.1154,24.334,-17.4573,11.0144,190.593,1
89.6414,24.2344,2.5563,0.325,0.1681,-2.1206,-95.2879,21.9294,10.52,71.5688,1
12.4334,12.0458,2.0394,0.6849,0.3516,16.2745,-9.2134,-10.1463,61.71,199.915,1
36.473,19.674,2.8139,0.3208,0.1665,-13.6421,-26.9115,3.117,5.3586,225.478,1
51.115,18.5114,2.752,0.2159,0.1142,8.1215,-25.515,-12.2658,21.9356,123.759,1
27.2369,19.2143,2.7173,0.3164,0.1812,-17.5434,13.2407,-8.5868,13.341,63.2308,1
29.7142,18.3829,2.6144,0.3256,0.1665,-32.0756,14.9118,-14.8931,67.617,179.25,1
25.7821,19.0607,2.6889,0.3501,0.1853,16.7257,8.9445,-7.6053,35.16,137.929,1
60.4692,15.6627,2.8466,0.3986,0.2427,-48.2832,39.4267,-10.8052,12.857,290.7,1
35.3705,15.0417,2.7105,0.3174,0.1685,-28.5264,18.3136,-4.5924,9.3046,150.686,1
75.6875,25.5368,3.2299,0.3522,0.1946,37.1585,-15.0001,-19.8616,0.7458,378.241,1
35.1654,18.8176,2.7712,0.3421,0.1804,-20.5156,-29.6739,2.3737,3.828,225.341,1
61.3543,16.2208,2.7749,0.2351,0.1352,-62.543,-29.7386,9.3806,6.0857,212.947,1
94.618,31.6664,3.7625,0.1773,0.0955,-81.1632,62.7514,27.6919,2.903,299.482,1
20.2173,7.0909,2.1414,0.7726,0.4079,-21.6288,-12.9913,-5.3643,49.5995,154.92,1
13.0995,10.7571,2.1508,0.7703,0.4629,-13.778,3.2958,10.5492,65.0289,99.477,1
32.0237,12.6492,2.4298,0.4796,0.3364,-25.3114,-23.6305,-5.1363,20.2901,206.641,1
50.9379,28.2706,3.4046,0.1836,0.116,43.6241,31.6884,10.9688,19.3908,196.411,1
85.6279,34.8662,3.9472,0.134,0.0677,16.5888,74.0012,25.721,1.92,286.413,1
33.8279,21.1245,2.4778,0.3594,0.188,-16.7273,-24.0378,13.1486,20.2701,197.505,1
26.7552,11.6863,2.4166,0.4636,0.251,5.2469,16.098,-7.9108,32.4811,199.951,1
100.961,46.5423,4.1751,0.0899,0.0478,10.6786,82.1558,25.0621,3.045,315.529,1
